contract_id,insured_id,contract_type,subscription_date,annual_premium,vehicle_brand,vehicle_age,vehicle_value,vehicle_usage,contract_status
CTR_000624,INS_000961,Tiers + vol/incendie,2024-05-26,432.25,Fiat,6,9500.0,professionnel,actif
CTR_000625,INS_000962,Au tiers,2020-12-24,200.0,Ford,16,3100.0,personnel,actif
CTR_000626,INS_000963,Tous risques + assistance,2025-05-04,990.0,Jeep,6,13200.0,personnel,actif
CTR_000627,INS_000964,Tous risques,2024-02-13,690.0,Jeep,4,11500.0,personnel,actif
CTR_000628,INS_000964,Tiers + vol/incendie,2025-10-28,581.0,Volvo,5,16600.0,personnel,actif
CTR_000629,INS_000965,Tous risques,2023-01-24,324.0,Renault,17,5400.0,personnel,actif
CTR_000630,INS_000969,Tiers étendu,2025-12-25,220.5,Tesla,5,4900.0,personnel,actif
CTR_000631,INS_000969,Au tiers,2025-10-26,370.0,Citroën,1,14800.0,personnel,actif
CTR_000632,INS_000970,Au tiers,2025-04-30,200.0,Peugeot,8,900.0,personnel,actif
CTR_000633,INS_000971,Tous risques,2022-10-23,897.0,Fiat,5,11500.0,professionnel,actif
CTR_000634,INS_000973,Tous risques + assistance,2023-11-07,532.5,Opel,8,7100.0,personnel,actif
CTR_000635,INS_000974,Tous risques + assistance,2022-04-23,352.5,BMW,16,4700.0,personnel,actif
CTR_000636,INS_000974,Tous risques,2022-05-22,798.0,Peugeot,4,13300.0,personnel,résilié
CTR_000637,INS_000975,Au tiers,2022-05-03,200.0,Ford,11,1900.0,personnel,actif
CTR_000638,INS_000977,Tous risques,2022-06-18,354.0,Volvo,7,5900.0,personnel,actif
CTR_000639,INS_000979,Tous risques,2023-05-10,786.6,Opel,6,11400.0,mixte,actif
CTR_000640,INS_000981,Tiers étendu,2022-08-18,200.0,Kia,15,2500.0,personnel,actif
CTR_000641,INS_000982,Tiers étendu,2023-10-30,200.0,Renault,4,4000.0,personnel,actif
CTR_000642,INS_000983,Tiers étendu,2024-08-01,504.0,BMW,9,11200.0,personnel,actif
CTR_000643,INS_000985,Tous risques + assistance,2020-07-09,240.0,Volvo,5,3200.0,personnel,actif
CTR_000644,INS_000988,Tous risques,2024-12-14,690.0,Mercedes,6,10000.0,mixte,actif
CTR_000645,INS_000990,Tous risques,2021-07-07,738.0,Jeep,7,12300.0,personnel,actif
CTR_000646,INS_000995,Tiers étendu,2025-10-06,756.0,Ford,3,16800.0,personnel,actif
CTR_000647,INS_000996,Tous risques,2020-05-26,200.0,Opel,3,800.0,professionnel,actif
CTR_000648,INS_001000,Tous risques,2022-11-29,468.0,Mercedes,15,7800.0,personnel,actif
CTR_000649,INS_001001,Tous risques,2026-03-08,834.6,Citroën,7,10700.0,professionnel,actif
CTR_000650,INS_001002,Tous risques,2023-10-18,200.0,Nissan,4,2200.0,personnel,suspendu
CTR_000651,INS_001003,Au tiers,2020-09-09,255.0,Toyota,0,10200.0,personnel,suspendu
CTR_000652,INS_001004,Tiers + vol/incendie,2022-03-08,680.22,Citroën,5,16900.0,mixte,suspendu
CTR_000653,INS_001005,Tiers étendu,2025-10-04,200.0,Mercedes,9,2700.0,personnel,actif
CTR_000654,INS_001006,Tous risques,2023-07-07,1029.6,Skoda,4,13200.0,professionnel,actif
CTR_000655,INS_001009,Tous risques + assistance,2025-03-14,200.0,Opel,5,800.0,professionnel,actif
CTR_000656,INS_001009,Tiers + vol/incendie,2022-12-21,402.5,Jeep,3,11500.0,personnel,suspendu
CTR_000657,INS_001009,Au tiers,2022-08-29,332.5,Ford,4,13300.0,personnel,actif
CTR_000658,INS_001013,Tous risques,2024-10-05,246.0,Hyundai,3,4100.0,personnel,actif
CTR_000659,INS_001014,Tiers + vol/incendie,2022-09-23,290.5,Mercedes,2,8300.0,personnel,actif
CTR_000660,INS_001015,Tous risques,2022-12-02,366.0,Volvo,10,6100.0,personnel,actif
CTR_000661,INS_001015,Tiers + vol/incendie,2021-11-03,200.0,Nissan,14,3600.0,personnel,actif
CTR_000662,INS_001018,Tiers étendu,2023-02-10,1029.82,Toyota,12,19900.0,mixte,actif
CTR_000663,INS_001023,Au tiers,2022-01-13,200.0,Volkswagen,14,1100.0,personnel,actif
CTR_000664,INS_001025,Tiers + vol/incendie,2023-01-22,200.0,Kia,10,2300.0,professionnel,actif
CTR_000665,INS_001026,Tiers + vol/incendie,2020-08-27,200.0,Dacia,2,800.0,personnel,actif
CTR_000666,INS_001027,Tous risques,2022-10-16,366.0,Jeep,4,6100.0,personnel,actif
CTR_000667,INS_001028,Tous risques + assistance,2021-04-05,3178.5,Volkswagen,0,32600.0,professionnel,résilié
CTR_000668,INS_001030,Au tiers,2022-11-18,200.0,Skoda,8,8000.0,personnel,actif
CTR_000669,INS_001031,Au tiers,2025-12-14,532.5,Seat,2,21300.0,personnel,actif
CTR_000670,INS_001032,Tiers étendu,2022-11-27,200.0,Hyundai,3,800.0,professionnel,actif
CTR_000671,INS_001033,Tiers étendu,2023-10-04,742.5,BMW,1,16500.0,personnel,suspendu
CTR_000672,INS_001038,Tous risques,2022-03-10,1240.2,Fiat,6,15900.0,professionnel,actif
CTR_000673,INS_001039,Tous risques,2025-10-15,1434.0,Mercedes,2,23900.0,personnel,actif
CTR_000674,INS_001040,Tous risques,2020-09-30,924.0,BMW,4,15400.0,personnel,actif
CTR_000675,INS_001042,Au tiers,2022-07-17,320.0,Opel,3,12800.0,personnel,actif
CTR_000676,INS_001043,Tous risques,2024-03-16,351.9,BMW,15,5100.0,mixte,actif
CTR_000677,INS_001044,Au tiers,2023-06-20,472.5,Seat,0,18900.0,personnel,actif
CTR_000678,INS_001047,Tiers étendu,2021-07-25,200.0,Hyundai,9,800.0,personnel,actif
CTR_000679,INS_001048,Au tiers,2024-09-24,432.5,Citroën,8,17300.0,personnel,actif
CTR_000680,INS_001049,Tiers + vol/incendie,2024-02-03,203.0,Volkswagen,14,5800.0,personnel,actif
CTR_000681,INS_001050,Au tiers,2021-05-12,200.0,Skoda,7,800.0,personnel,actif
CTR_000682,INS_001052,Tous risques + assistance,2024-01-27,585.0,Jeep,8,7800.0,personnel,actif
CTR_000683,INS_001053,Au tiers,2022-10-13,312.0,BMW,14,9600.0,professionnel,résilié
CTR_000684,INS_001054,Tous risques,2022-01-05,1276.5,Seat,5,18500.0,mixte,actif
CTR_000685,INS_001055,Tous risques,2023-02-26,642.0,Tesla,14,10700.0,personnel,actif
CTR_000686,INS_001058,Tiers + vol/incendie,2025-06-02,579.6,Skoda,7,14400.0,mixte,actif
CTR_000687,INS_001061,Tiers + vol/incendie,2025-07-21,495.95,Citroën,7,10900.0,professionnel,actif
CTR_000688,INS_001062,Tiers + vol/incendie,2021-06-24,283.5,Tesla,2,8100.0,personnel,actif
CTR_000689,INS_001062,Au tiers,2025-03-18,200.0,Kia,6,4200.0,personnel,actif
CTR_000690,INS_001063,Tiers étendu,2025-04-07,200.0,Renault,11,2000.0,personnel,actif
CTR_000691,INS_001064,Tous risques,2023-08-02,200.0,Skoda,10,1600.0,personnel,actif
CTR_000692,INS_001065,Au tiers,2024-06-12,494.0,Seat,8,15200.0,professionnel,actif
CTR_000693,INS_001066,Tous risques,2021-11-02,696.0,Renault,10,11600.0,personnel,actif
CTR_000694,INS_001067,Tiers étendu,2021-03-29,871.65,Opel,5,14900.0,professionnel,actif
CTR_000695,INS_001068,Tiers étendu,2021-11-24,200.0,Kia,8,2700.0,personnel,actif
CTR_000696,INS_001069,Tiers étendu,2021-09-02,400.5,Audi,10,8900.0,personnel,actif
CTR_000697,INS_001070,Au tiers,2023-06-21,415.0,Ford,5,16600.0,personnel,actif
CTR_000698,INS_001071,Tiers + vol/incendie,2024-12-30,600.6,Mercedes,15,13200.0,professionnel,actif
CTR_000699,INS_001072,Tiers étendu,2022-01-15,418.5,Audi,2,9300.0,personnel,actif
CTR_000700,INS_001073,Tous risques + assistance,2023-02-14,210.0,Mercedes,5,2800.0,personnel,actif
CTR_000701,INS_001074,Au tiers,2021-02-25,200.0,Jeep,8,5800.0,personnel,actif
CTR_000702,INS_001075,Au tiers,2021-01-22,255.0,Fiat,11,10200.0,personnel,actif
CTR_000703,INS_001076,Tiers étendu,2022-05-20,742.95,Jeep,5,12700.0,professionnel,actif
CTR_000704,INS_001078,Tous risques,2021-11-16,456.0,Peugeot,12,7600.0,personnel,actif
CTR_000705,INS_001080,Tiers + vol/incendie,2025-08-19,598.5,Nissan,8,17100.0,personnel,actif
CTR_000706,INS_001081,Tous risques,2023-12-31,1512.0,Toyota,4,25200.0,personnel,actif
CTR_000707,INS_001083,Tous risques,2022-05-12,200.0,Skoda,10,2200.0,mixte,actif
CTR_000708,INS_001084,Tous risques + assistance,2022-06-04,1485.0,Audi,0,19800.0,personnel,actif
CTR_000709,INS_001085,Au tiers,2023-02-23,200.0,Opel,13,4600.0,professionnel,actif
CTR_000710,INS_001086,Tous risques,2025-06-21,414.0,Volkswagen,15,6900.0,personnel,actif
CTR_000711,INS_001087,Tiers + vol/incendie,2023-11-27,203.0,Volvo,2,5800.0,personnel,actif
CTR_000712,INS_001088,Tous risques,2020-07-27,894.0,Hyundai,8,14900.0,personnel,actif
CTR_000713,INS_001089,Tous risques,2021-06-10,456.0,Hyundai,15,7600.0,personnel,actif
CTR_000714,INS_001090,Tous risques,2023-05-23,600.6,Fiat,5,7700.0,professionnel,suspendu
CTR_000715,INS_001092,Tous risques,2025-04-01,483.0,Mercedes,19,7000.0,mixte,actif
CTR_000716,INS_001093,Tous risques,2020-06-26,200.0,Toyota,7,1100.0,professionnel,actif
CTR_000717,INS_001094,Tous risques,2022-01-23,1200.0,Seat,2,20000.0,personnel,actif
CTR_000718,INS_001095,Tiers étendu,2022-08-11,538.2,Skoda,4,9200.0,professionnel,actif
CTR_000719,INS_001096,Tous risques,2020-10-06,670.8,Renault,12,8600.0,professionnel,actif
CTR_000720,INS_001097,Au tiers,2026-05-17,290.0,Skoda,1,11600.0,personnel,actif
CTR_000721,INS_001099,Tiers + vol/incendie,2021-09-03,220.5,Volkswagen,11,6300.0,personnel,actif
CTR_000722,INS_001100,Tous risques,2024-05-03,552.0,Mercedes,6,9200.0,personnel,actif
CTR_000723,INS_001101,Tiers + vol/incendie,2024-02-13,200.0,Volvo,6,5400.0,personnel,actif
CTR_000724,INS_001102,Tiers étendu,2022-06-04,889.2,Fiat,4,15200.0,professionnel,actif
CTR_000725,INS_001103,Tiers + vol/incendie,2023-12-30,493.5,Dacia,3,14100.0,personnel,actif
CTR_000726,INS_001104,Tous risques,2022-07-20,200.0,Mercedes,16,1800.0,professionnel,actif
CTR_000727,INS_001106,Tous risques,2025-12-24,1287.0,Nissan,5,16500.0,professionnel,actif
CTR_000728,INS_001108,Au tiers,2025-06-26,222.5,Peugeot,8,8900.0,personnel,suspendu
CTR_000729,INS_001109,Tiers étendu,2022-04-30,279.0,Ford,10,6200.0,personnel,actif
CTR_000730,INS_001110,Tous risques,2023-08-16,600.0,Nissan,2,10000.0,personnel,actif
CTR_000731,INS_001111,Tiers + vol/incendie,2025-04-04,364.0,Audi,2,8000.0,professionnel,actif
CTR_000732,INS_001111,Au tiers,2023-07-20,517.5,Seat,4,20700.0,personnel,actif
CTR_000733,INS_001112,Tiers + vol/incendie,2021-10-02,200.0,Ford,13,800.0,personnel,actif
CTR_000734,INS_001113,Tous risques,2022-01-27,468.0,Fiat,6,7800.0,personnel,actif
CTR_000735,INS_001115,Tous risques,2025-11-12,1427.4,Hyundai,1,18300.0,professionnel,actif
CTR_000736,INS_001116,Tous risques,2021-03-27,200.0,Kia,3,800.0,personnel,actif
CTR_000737,INS_001117,Tous risques,2023-01-03,1122.0,Tesla,0,18700.0,personnel,actif
CTR_000738,INS_001118,Tous risques,2021-07-01,897.0,Volkswagen,4,13000.0,mixte,actif
CTR_000739,INS_001118,Tiers étendu,2025-09-07,256.5,Ford,18,5700.0,personnel,actif
CTR_000740,INS_001120,Tiers étendu,2024-02-06,947.7,Dacia,5,16200.0,professionnel,actif
CTR_000741,INS_001121,Au tiers,2020-12-09,495.0,Hyundai,2,19800.0,personnel,actif
CTR_000742,INS_001124,Tous risques + assistance,2021-05-06,997.5,Tesla,7,13300.0,personnel,actif
CTR_000743,INS_001125,Tiers étendu,2023-04-23,324.0,Jeep,3,7200.0,personnel,actif
CTR_000744,INS_001127,Tiers étendu,2026-02-07,544.05,Ford,8,9300.0,professionnel,suspendu
CTR_000745,INS_001128,Tiers étendu,2023-12-31,734.85,Ford,5,14200.0,mixte,actif
CTR_000746,INS_001129,Tiers étendu,2025-05-15,747.0,Skoda,7,16600.0,personnel,actif
CTR_000747,INS_001131,Tiers + vol/incendie,2020-07-21,200.0,Citroën,17,5100.0,personnel,actif
CTR_000748,INS_001135,Tous risques,2020-12-01,1020.0,Mercedes,6,17000.0,personnel,actif
CTR_000749,INS_001136,Tous risques,2023-03-07,606.0,Ford,4,10100.0,personnel,actif
CTR_000750,INS_001137,Tous risques + assistance,2025-12-17,200.0,Audi,6,1900.0,personnel,actif
CTR_000751,INS_001138,Tous risques,2021-06-16,1032.0,Renault,8,17200.0,personnel,actif
CTR_000752,INS_001139,Tous risques,2021-02-10,300.0,Seat,11,5000.0,personnel,actif
CTR_000753,INS_001141,Au tiers,2024-07-02,330.62,Kia,3,11500.0,mixte,actif
CTR_000754,INS_001142,Au tiers,2023-12-09,200.0,Skoda,13,800.0,personnel,actif
CTR_000755,INS_001143,Au tiers,2025-10-17,460.0,BMW,9,18400.0,personnel,actif
CTR_000756,INS_001144,Tiers + vol/incendie,2022-09-09,220.5,Mercedes,11,6300.0,personnel,actif
CTR_000757,INS_001145,Tous risques,2021-08-27,648.0,Volvo,11,10800.0,personnel,actif
CTR_000758,INS_001146,Tous risques,2025-07-18,396.0,Tesla,17,6600.0,personnel,actif
CTR_000759,INS_001146,Tous risques + assistance,2025-05-26,810.0,Toyota,3,10800.0,personnel,actif
CTR_000760,INS_001147,Tous risques,2022-10-10,452.4,Seat,8,5800.0,professionnel,actif
CTR_000761,INS_001150,Tiers étendu,2026-04-24,684.45,Renault,9,11700.0,professionnel,actif
CTR_000762,INS_001152,Tiers étendu,2025-04-24,859.95,Kia,6,14700.0,professionnel,actif
CTR_000763,INS_001153,Tous risques,2024-11-26,738.3,Citroën,4,10700.0,mixte,actif
CTR_000764,INS_001154,Au tiers,2026-03-22,225.0,Opel,4,9000.0,personnel,actif
CTR_000765,INS_001160,Tous risques,2021-02-14,200.0,Hyundai,15,2400.0,professionnel,actif
CTR_000766,INS_001161,Tous risques,2021-10-12,930.0,Kia,2,15500.0,personnel,actif
CTR_000767,INS_001163,Tiers étendu,2021-05-03,200.0,Nissan,5,800.0,personnel,actif
CTR_000768,INS_001167,Tiers étendu,2020-08-31,720.0,Seat,1,16000.0,personnel,actif
CTR_000769,INS_001168,Tiers + vol/incendie,2023-08-02,200.0,Ford,14,4900.0,personnel,actif
CTR_000770,INS_001169,Tous risques,2026-01-08,402.0,Tesla,4,6700.0,personnel,actif
CTR_000771,INS_001171,Tous risques,2022-07-19,1182.0,Ford,8,19700.0,personnel,actif
CTR_000772,INS_001173,Tous risques,2021-07-04,684.0,Nissan,8,11400.0,personnel,actif
CTR_000773,INS_001174,Tous risques + assistance,2020-08-31,1823.25,Jeep,6,18700.0,professionnel,actif
CTR_000774,INS_001175,Au tiers,2020-12-19,422.5,Seat,2,16900.0,personnel,suspendu
CTR_000775,INS_001176,Au tiers,2023-11-27,235.75,Opel,15,8200.0,mixte,actif
CTR_000776,INS_001177,Tiers + vol/incendie,2021-01-12,490.0,Mercedes,5,14000.0,personnel,actif
CTR_000777,INS_001178,Tous risques,2021-10-31,318.0,Renault,7,5300.0,personnel,actif
CTR_000778,INS_001179,Tous risques + assistance,2021-11-09,1104.0,Ford,3,12800.0,mixte,actif
CTR_000779,INS_001180,Tous risques,2022-08-21,486.0,Toyota,9,8100.0,personnel,actif
CTR_000780,INS_001181,Tiers + vol/incendie,2021-10-01,339.5,Citroën,6,9700.0,personnel,actif
CTR_000781,INS_001182,Tous risques,2024-01-08,1338.0,Fiat,2,22300.0,personnel,actif
CTR_000782,INS_001183,Au tiers,2020-11-26,200.0,Seat,4,4900.0,personnel,actif
CTR_000783,INS_001184,Tous risques,2020-10-07,1162.2,Nissan,7,14900.0,professionnel,actif
CTR_000784,INS_001185,Tiers étendu,2020-09-29,639.0,Nissan,2,14200.0,personnel,actif
CTR_000785,INS_001187,Tiers étendu,2020-07-11,310.5,Peugeot,14,6000.0,mixte,actif
CTR_000786,INS_001191,Tiers + vol/incendie,2024-08-24,479.5,Seat,7,13700.0,personnel,actif
CTR_000787,INS_001192,Au tiers,2024-04-13,477.75,Seat,6,14700.0,professionnel,actif
CTR_000788,INS_001197,Tous risques,2022-12-23,246.0,Volvo,11,4100.0,personnel,actif
CTR_000789,INS_001197,Tous risques,2022-08-28,378.0,Citroën,8,6300.0,personnel,actif
CTR_000790,INS_001198,Tiers étendu,2021-07-02,789.75,Tesla,4,13500.0,professionnel,actif
CTR_000791,INS_001199,Tous risques + assistance,2022-06-10,2242.5,Opel,2,23000.0,professionnel,actif
CTR_000792,INS_001199,Tous risques,2024-09-08,576.0,Tesla,9,9600.0,personnel,actif
CTR_000793,INS_001205,Tiers étendu,2024-06-16,210.6,Volvo,14,3600.0,professionnel,actif
CTR_000794,INS_001206,Au tiers,2024-08-05,638.25,Volkswagen,1,22200.0,mixte,actif
CTR_000795,INS_001208,Tiers étendu,2020-10-12,269.1,Fiat,5,4600.0,professionnel,actif
CTR_000796,INS_001210,Tiers + vol/incendie,2024-11-01,583.62,Opel,4,14500.0,mixte,actif
CTR_000797,INS_001213,Tous risques + assistance,2022-07-09,711.75,Hyundai,7,7300.0,professionnel,actif
CTR_000798,INS_001214,Tous risques,2023-12-29,1254.0,Kia,1,20900.0,personnel,suspendu
CTR_000799,INS_001215,Tiers étendu,2020-05-30,200.0,Jeep,10,4200.0,personnel,actif
CTR_000800,INS_001216,Tous risques,2023-02-03,1014.0,Toyota,7,13000.0,professionnel,actif
CTR_000801,INS_001218,Tous risques,2026-05-19,900.0,Tesla,1,15000.0,personnel,actif
CTR_000802,INS_001221,Au tiers,2025-04-07,284.62,Peugeot,5,9900.0,mixte,actif
CTR_000803,INS_001225,Tous risques,2021-04-02,582.0,Peugeot,11,9700.0,personnel,actif
CTR_000804,INS_001227,Tous risques,2020-05-26,910.8,Renault,12,13200.0,mixte,actif
CTR_000805,INS_001228,Tiers + vol/incendie,2025-02-27,581.0,Ford,9,16600.0,personnel,actif
CTR_000806,INS_001228,Tiers étendu,2022-06-17,571.5,Hyundai,4,12700.0,personnel,actif
CTR_000807,INS_001231,Tous risques,2025-03-21,642.0,Peugeot,11,10700.0,personnel,actif
CTR_000808,INS_001233,Tous risques,2021-09-12,516.0,Opel,4,8600.0,personnel,actif
CTR_000809,INS_001234,Tous risques,2024-11-07,200.0,Renault,4,1400.0,mixte,actif
CTR_000810,INS_001237,Tous risques,2020-11-22,588.0,Dacia,17,9800.0,personnel,actif
CTR_000811,INS_001238,Tous risques,2022-09-15,402.0,Kia,7,6700.0,personnel,actif
CTR_000812,INS_001240,Tous risques + assistance,2024-02-28,750.75,Mercedes,2,7700.0,professionnel,actif
CTR_000813,INS_001242,Tous risques,2023-03-10,1621.5,Opel,7,23500.0,mixte,actif
CTR_000814,INS_001243,Tiers étendu,2025-02-01,462.15,Nissan,7,7900.0,professionnel,actif
CTR_000815,INS_001244,Tiers étendu,2025-01-02,711.0,Citroën,4,15800.0,personnel,actif
CTR_000816,INS_001245,Au tiers,2022-02-08,415.0,Volvo,5,16600.0,personnel,actif
CTR_000817,INS_001247,Tiers étendu,2022-08-28,1292.85,Skoda,0,22100.0,professionnel,actif
CTR_000818,INS_001248,Tiers + vol/incendie,2023-01-16,490.0,Citroën,2,14000.0,personnel,actif
CTR_000819,INS_001249,Tous risques,2022-02-14,1146.0,Renault,2,19100.0,personnel,actif
CTR_000820,INS_001251,Tous risques,2021-11-12,756.6,Citroën,1,9700.0,professionnel,actif
CTR_000821,INS_001253,Tous risques,2020-06-22,336.0,Renault,11,5600.0,personnel,actif
CTR_000822,INS_001255,Tiers + vol/incendie,2024-11-01,721.0,Hyundai,1,20600.0,personnel,actif
CTR_000823,INS_001257,Tous risques + assistance,2024-02-01,612.38,Toyota,3,7100.0,mixte,actif
CTR_000824,INS_001259,Tiers étendu,2026-01-24,544.05,Renault,5,9300.0,professionnel,actif
CTR_000825,INS_001261,Au tiers,2022-07-06,535.0,BMW,5,21400.0,personnel,actif
CTR_000826,INS_001261,Au tiers,2024-06-17,525.0,Tesla,0,21000.0,personnel,actif
CTR_000827,INS_001262,Tiers étendu,2024-08-04,585.0,Nissan,8,13000.0,personnel,actif
CTR_000828,INS_001264,Tiers étendu,2021-01-08,652.5,Fiat,2,14500.0,personnel,actif
CTR_000829,INS_001265,Tous risques,2020-11-16,990.0,Audi,7,16500.0,personnel,actif
CTR_000830,INS_001266,Au tiers,2023-02-07,200.0,Seat,17,1300.0,personnel,actif
CTR_000831,INS_001269,Tiers + vol/incendie,2023-05-23,668.15,Jeep,8,16600.0,mixte,actif
CTR_000832,INS_001270,Tous risques,2026-03-18,1341.6,Tesla,4,17200.0,professionnel,résilié
CTR_000833,INS_001271,Tous risques + assistance,2024-08-30,495.0,Dacia,7,6600.0,personnel,actif
CTR_000834,INS_001271,Tiers + vol/incendie,2022-06-08,430.5,Citroën,6,12300.0,personnel,actif
CTR_000835,INS_001273,Tous risques + assistance,2022-06-19,795.0,Nissan,9,10600.0,personnel,actif
CTR_000836,INS_001274,Tous risques,2024-05-07,1668.0,Audi,4,27800.0,personnel,actif
CTR_000837,INS_001275,Tous risques,2024-04-13,310.5,Jeep,14,4500.0,mixte,actif
CTR_000838,INS_001276,Tiers + vol/incendie,2024-12-14,395.85,Hyundai,10,8700.0,professionnel,actif
CTR_000839,INS_001277,Tous risques,2020-10-18,288.6,Peugeot,12,3700.0,professionnel,actif
CTR_000840,INS_001278,Tous risques,2020-07-22,450.0,Dacia,2,7500.0,personnel,actif
CTR_000841,INS_001279,Tous risques,2023-11-06,774.0,Peugeot,7,12900.0,personnel,actif
CTR_000842,INS_001279,Tiers étendu,2023-09-20,571.5,BMW,4,12700.0,personnel,actif
CTR_000843,INS_001280,Tous risques,2025-04-28,810.0,BMW,2,13500.0,personnel,actif
CTR_000844,INS_001281,Au tiers,2024-04-13,315.0,Citroën,9,12600.0,personnel,actif
CTR_000845,INS_001282,Tous risques + assistance,2023-04-04,1102.5,Opel,2,14700.0,personnel,actif
CTR_000846,INS_001282,Tous risques,2020-09-22,1722.0,Hyundai,4,28700.0,personnel,actif
CTR_000847,INS_001283,Tiers étendu,2024-05-14,200.0,Renault,13,4100.0,personnel,actif
CTR_000848,INS_001285,Tous risques,2025-03-06,354.0,Audi,6,5900.0,personnel,actif
CTR_000849,INS_001285,Tiers étendu,2024-02-23,612.0,Ford,12,13600.0,personnel,actif
CTR_000850,INS_001286,Tous risques,2021-05-01,414.0,Nissan,11,6900.0,personnel,actif
CTR_000851,INS_001287,Au tiers,2021-11-14,342.5,Mercedes,3,13700.0,personnel,actif
CTR_000852,INS_001292,Au tiers,2024-06-12,200.0,Peugeot,9,6600.0,personnel,actif
CTR_000853,INS_001293,Tiers étendu,2022-09-28,304.2,Dacia,4,5200.0,professionnel,actif
CTR_000854,INS_001295,Au tiers,2024-02-25,390.0,Dacia,3,15600.0,personnel,actif
CTR_000855,INS_001296,Au tiers,2024-06-22,200.0,Peugeot,10,4700.0,professionnel,suspendu
CTR_000856,INS_001299,Tous risques,2023-01-17,762.0,Hyundai,7,12700.0,personnel,actif
CTR_000857,INS_001299,Tous risques,2022-09-18,522.0,Volvo,13,8700.0,personnel,actif
CTR_000858,INS_001300,Tiers + vol/incendie,2025-05-08,200.0,Toyota,4,2700.0,professionnel,actif
CTR_000859,INS_001301,Tiers + vol/incendie,2024-03-11,359.45,Nissan,3,7900.0,professionnel,actif
CTR_000860,INS_001305,Au tiers,2021-08-16,220.0,Nissan,16,8800.0,personnel,actif
CTR_000861,INS_001307,Tiers étendu,2021-11-15,432.0,Peugeot,3,9600.0,personnel,actif
CTR_000862,INS_001312,Tiers étendu,2021-04-21,1023.75,Fiat,4,17500.0,professionnel,actif
CTR_000863,INS_001313,Tous risques + assistance,2024-07-01,1365.0,Peugeot,4,18200.0,personnel,actif
CTR_000864,INS_001317,Tiers étendu,2021-02-18,526.5,Fiat,13,11700.0,personnel,actif
CTR_000865,INS_001318,Au tiers,2022-07-13,272.5,Nissan,10,10900.0,personnel,résilié
CTR_000866,INS_001319,Tiers + vol/incendie,2021-04-30,605.15,Renault,5,13300.0,professionnel,actif
CTR_000867,INS_001319,Tiers + vol/incendie,2025-08-10,473.2,Audi,15,10400.0,professionnel,actif
CTR_000868,INS_001320,Tous risques,2022-09-01,731.4,Opel,5,10600.0,mixte,actif
CTR_000869,INS_001322,Au tiers,2024-03-17,330.0,Skoda,8,13200.0,personnel,actif
CTR_000870,INS_001323,Tous risques,2024-09-19,618.0,BMW,12,10300.0,personnel,actif
CTR_000871,INS_001324,Tiers étendu,2024-04-11,1030.5,Kia,3,22900.0,personnel,actif
CTR_000872,INS_001329,Tiers étendu,2022-08-08,823.5,Fiat,8,18300.0,personnel,actif
CTR_000873,INS_001330,Tiers + vol/incendie,2021-09-20,200.0,Toyota,9,800.0,personnel,actif
CTR_000874,INS_001331,Au tiers,2023-05-21,302.25,Citroën,15,9300.0,professionnel,actif
CTR_000875,INS_001336,Tiers étendu,2020-11-23,707.85,Seat,2,12100.0,professionnel,actif
CTR_000876,INS_001337,Tiers étendu,2025-06-21,445.5,Ford,7,9900.0,personnel,suspendu
CTR_000877,INS_001338,Tiers étendu,2024-01-13,747.0,Fiat,2,16600.0,personnel,actif
CTR_000878,INS_001339,Tous risques,2021-07-20,455.4,Volvo,5,6600.0,mixte,actif
CTR_000879,INS_001339,Tiers étendu,2020-08-20,576.0,Mercedes,5,12800.0,personnel,actif
CTR_000880,INS_001339,Tiers étendu,2026-01-11,558.9,Renault,9,10800.0,mixte,actif
CTR_000881,INS_001340,Tous risques,2021-11-12,936.0,Tesla,2,15600.0,personnel,actif
CTR_000882,INS_001341,Tous risques,2025-05-17,390.0,Renault,17,6500.0,personnel,actif
CTR_000883,INS_001342,Tous risques + assistance,2025-01-12,200.0,Skoda,10,800.0,personnel,actif
CTR_000884,INS_001345,Tiers étendu,2021-11-14,200.0,Citroën,4,2500.0,personnel,actif
CTR_000885,INS_001346,Tiers étendu,2024-11-28,351.0,Skoda,9,7800.0,personnel,actif
CTR_000886,INS_001347,Au tiers,2023-10-14,320.0,Dacia,5,12800.0,personnel,actif
CTR_000887,INS_001348,Tous risques,2024-07-29,200.0,Toyota,20,3000.0,personnel,actif
CTR_000888,INS_001349,Tiers + vol/incendie,2025-08-21,990.5,BMW,0,28300.0,personnel,actif
CTR_000889,INS_001350,Tiers + vol/incendie,2024-08-12,495.95,Opel,10,10900.0,professionnel,actif
CTR_000890,INS_001352,Au tiers,2020-11-01,455.0,Nissan,9,18200.0,personnel,actif
CTR_000891,INS_001354,Tiers étendu,2021-04-03,819.0,Seat,6,18200.0,personnel,actif
CTR_000892,INS_001357,Tiers + vol/incendie,2023-01-08,760.73,Renault,8,18900.0,mixte,actif
CTR_000893,INS_001358,Tiers étendu,2023-12-29,200.0,Peugeot,8,4300.0,personnel,actif
CTR_000894,INS_001358,Tiers étendu,2024-02-26,387.0,Tesla,3,8600.0,personnel,actif
CTR_000895,INS_001358,Tiers étendu,2025-07-03,760.5,Hyundai,3,16900.0,personnel,actif
CTR_000896,INS_001359,Au tiers,2022-09-04,515.0,Renault,7,20600.0,personnel,actif
