insured_id,compagnie,incident_type,claim_date,claim_amount,fraud_flag
INS_000420,Aviva,Stationnement endommagé,2025-11-01,3600.0,0
INS_001484,AXA,Vol à la roulette,2025-01-21,12300.0,0
INS_001484,Aviva,Collision avec piéton,2025-05-22,200.0,1
INS_003532,Aviva,Accident corporel seul conducteur,2024-03-06,5500.0,1
INS_003532,BNP Paribas Cardif,Inondation / submersion,2023-08-19,6600.0,1
INS_003532,Maif,Dégradation volontaire,2026-03-05,6400.0,0
INS_003532,Aviva,Vol total du véhicule,2024-02-14,400.0,0
INS_003532,Allianz,Collision avec animal,2025-02-15,7200.0,1
INS_000585,Groupama,Incendie criminel,2025-10-08,2600.0,0
INS_003137,Aviva,Collision avec piéton,2026-01-30,2600.0,1
INS_003137,Groupama,Incendie criminel,2024-11-03,200.0,0
INS_004008,Maif,Incendie criminel,2025-03-23,12700.0,0
INS_000757,Groupama,Accident corporel seul conducteur,2024-09-19,13700.0,1
INS_003165,BNP Paribas Cardif,Incendie criminel,2023-07-01,5300.0,0
INS_003165,Aviva,Vol total du véhicule,2023-06-01,7200.0,0
INS_003892,Société Générale Assurances,Collision simple,2024-06-27,6600.0,0
INS_001482,Maif,Incendie accidentel,2025-04-27,10100.0,0
INS_001482,Maif,Collision avec animal,2024-10-30,2200.0,0
INS_004076,Macif,Dégradation volontaire,2024-01-31,8900.0,0
INS_000439,Société Générale Assurances,Collision avec piéton,2024-05-10,7300.0,0
INS_000439,Allianz,Dommages grêle,2025-03-21,7800.0,0
INS_001238,Maif,Vol à la roulette,2023-10-02,200.0,1
INS_001238,Groupama,Stationnement endommagé,2025-07-19,2100.0,0
INS_001188,Maif,Dommages grêle,2024-07-24,7500.0,0
INS_001188,Macif,Collision multi-véhicules,2024-05-31,10700.0,0
INS_002396,BNP Paribas Cardif,Collision simple,2024-07-29,2600.0,0
INS_002396,AXA,Tentative de vol avec dégradation,2025-10-31,7500.0,0
INS_002396,Macif,Dégradation volontaire,2025-01-25,3800.0,1
INS_002396,Allianz,Collision avec piéton,2023-12-18,7300.0,1
INS_000650,AXA,Tentative de vol avec dégradation,2026-01-11,200.0,1
INS_000650,Macif,Dommages grêle,2025-08-25,6000.0,0
INS_000650,Allianz,Bris de glace,2024-07-29,4700.0,0
INS_000650,Allianz,Dégradation volontaire,2024-08-07,4400.0,0
INS_000650,BNP Paribas Cardif,Stationnement endommagé,2025-11-09,700.0,0
INS_000311,Aviva,Collision avec piéton,2025-01-01,3100.0,1
INS_001357,Generali,Tentative de vol avec dégradation,2025-03-09,8600.0,0
INS_005905,Generali,Vol à la roulette,2023-06-12,4700.0,0
INS_001328,Groupama,Collision avec piéton,2026-03-19,200.0,0
INS_000799,BNP Paribas Cardif,Vol total du véhicule,2025-05-21,10300.0,1
INS_000136,BNP Paribas Cardif,Collision avec animal,2025-04-13,7300.0,1
INS_004379,Generali,Collision avec piéton,2024-05-19,4300.0,1
INS_004379,Maif,Incendie criminel,2024-11-08,200.0,1
INS_004379,Allianz,Tentative de vol avec dégradation,2025-12-09,200.0,1
INS_004379,Generali,Collision avec animal,2024-02-02,6300.0,0
INS_001692,AXA,Vol total du véhicule,2025-07-20,1400.0,0
INS_001692,AXA,Stationnement endommagé,2024-02-24,8300.0,0
INS_000109,BNP Paribas Cardif,Collision simple,2023-10-18,3300.0,0
INS_000109,Macif,Collision simple,2025-06-26,15800.0,0
INS_000109,Société Générale Assurances,Dommages grêle,2026-05-06,10600.0,0
INS_004503,Groupama,Incendie criminel,2025-07-27,9500.0,0
INS_005936,Aviva,Collision multi-véhicules,2026-05-10,200.0,1
INS_005743,Maif,Collision multi-véhicules,2024-08-03,4200.0,0
INS_005743,BNP Paribas Cardif,Dommages grêle,2025-08-22,4800.0,1
INS_000154,AXA,Tentative de vol avec dégradation,2026-04-17,4600.0,0
INS_004741,Macif,Dommages grêle,2024-06-25,200.0,1
INS_000710,Maif,Collision avec piéton,2023-10-11,2300.0,0
INS_000710,BNP Paribas Cardif,Collision simple,2025-11-24,10000.0,0
INS_000710,Allianz,Collision simple,2025-05-05,4400.0,0
INS_002490,BNP Paribas Cardif,Tentative de vol avec dégradation,2024-05-20,4100.0,1
INS_002490,Generali,Vol à la roulette,2025-04-05,300.0,1
INS_001855,Macif,Collision simple,2023-12-02,6900.0,0
INS_005221,Macif,Dégradation volontaire,2026-05-09,1600.0,1
INS_005221,Allianz,Incendie accidentel,2023-06-02,3200.0,0
INS_001001,Allianz,Incendie criminel,2025-05-25,3000.0,0
INS_004729,Groupama,Stationnement endommagé,2025-10-01,11300.0,0
INS_004729,Aviva,Accident corporel seul conducteur,2025-10-14,6100.0,1
INS_001948,Macif,Accident corporel seul conducteur,2023-09-24,700.0,1
INS_001948,Société Générale Assurances,Stationnement endommagé,2025-09-16,200.0,0
INS_004391,BNP Paribas Cardif,Collision avec animal,2023-07-25,8600.0,0
INS_004391,Allianz,Dommages grêle,2025-11-07,2700.0,0
INS_002091,Maif,Collision simple,2024-09-01,600.0,0
INS_000545,Generali,Accident corporel seul conducteur,2024-08-23,200.0,0
INS_002700,Generali,Accident corporel seul conducteur,2025-12-08,5800.0,0
INS_002031,Maif,Accident corporel seul conducteur,2024-10-10,11500.0,0
INS_000741,Groupama,Collision simple,2025-01-30,5300.0,0
INS_000741,Aviva,Vol total du véhicule,2025-10-05,10800.0,0
INS_000741,Société Générale Assurances,Vol à la roulette,2026-04-20,5800.0,0
INS_000741,Allianz,Dommages grêle,2025-08-21,600.0,0
INS_000562,Société Générale Assurances,Collision avec animal,2025-04-11,500.0,0
INS_004229,Aviva,Vol à la roulette,2023-08-23,4200.0,1
INS_004229,Aviva,Bris de glace,2026-03-29,300.0,0
INS_004229,Groupama,Accident corporel seul conducteur,2025-12-18,8700.0,1
INS_004229,Generali,Collision multi-véhicules,2023-05-27,1500.0,0
INS_004867,Aviva,Incendie accidentel,2025-06-01,1900.0,0
INS_001373,Groupama,Dommages grêle,2025-01-24,1200.0,0
INS_001883,Generali,Dégradation volontaire,2023-10-26,900.0,0
INS_001883,Société Générale Assurances,Collision multi-véhicules,2025-09-09,4200.0,1
INS_000440,Maif,Vol total du véhicule,2024-12-27,6200.0,1
INS_003947,Allianz,Stationnement endommagé,2024-04-22,3200.0,0
INS_001895,Maif,Collision avec piéton,2026-04-24,7700.0,0
INS_001895,Société Générale Assurances,Inondation / submersion,2025-11-23,5300.0,1
INS_001895,Allianz,Inondation / submersion,2025-04-09,6100.0,1
INS_001895,Maif,Collision avec animal,2025-09-09,6300.0,0
INS_000653,Aviva,Incendie accidentel,2025-06-16,14200.0,1
INS_000653,Allianz,Collision simple,2026-01-25,1600.0,0
INS_001888,Generali,Vol total du véhicule,2025-07-10,6000.0,0
INS_001888,AXA,Collision simple,2025-01-29,4300.0,0
INS_004818,Allianz,Dommages grêle,2024-08-11,1900.0,0
INS_004818,AXA,Stationnement endommagé,2023-10-13,1800.0,0
INS_003791,Allianz,Collision avec animal,2025-06-02,12600.0,0
INS_003791,Generali,Collision simple,2024-01-19,8200.0,0
INS_001169,Groupama,Accident corporel seul conducteur,2023-08-01,9100.0,1
INS_004652,Groupama,Collision avec piéton,2025-05-24,11700.0,0
INS_004432,Generali,Collision simple,2024-12-26,7500.0,0
INS_004432,AXA,Vol à la roulette,2024-11-17,4800.0,0
INS_004432,BNP Paribas Cardif,Vol à la roulette,2026-01-24,1000.0,0
INS_004256,Maif,Dégradation volontaire,2026-05-03,3500.0,0
INS_003866,Allianz,Collision simple,2026-03-30,4700.0,1
INS_003866,Aviva,Collision avec animal,2024-02-18,6900.0,0
INS_003866,Allianz,Tentative de vol avec dégradation,2026-05-17,200.0,1
INS_003866,Generali,Stationnement endommagé,2025-12-19,5200.0,1
INS_003866,Macif,Stationnement endommagé,2026-03-19,4400.0,0
INS_001472,BNP Paribas Cardif,Incendie accidentel,2026-04-22,1400.0,0
INS_001472,Aviva,Collision avec animal,2025-07-28,8600.0,0
INS_001472,AXA,Incendie accidentel,2023-08-10,13300.0,1
INS_004335,Maif,Collision avec animal,2023-10-24,3200.0,0
INS_003690,Allianz,Collision avec piéton,2026-05-12,2100.0,0
INS_003690,Maif,Incendie accidentel,2025-09-18,4700.0,0
INS_003690,Macif,Accident corporel seul conducteur,2024-12-27,2400.0,1
INS_003780,Generali,Stationnement endommagé,2023-10-22,9400.0,1
INS_003780,Société Générale Assurances,Incendie accidentel,2023-10-26,3200.0,0
INS_000597,BNP Paribas Cardif,Collision simple,2024-08-18,900.0,0
INS_001724,Aviva,Collision avec piéton,2025-08-25,6500.0,1
INS_001724,BNP Paribas Cardif,Collision multi-véhicules,2024-12-22,11800.0,0
INS_001724,AXA,Bris de glace,2026-05-08,7600.0,1
INS_001724,AXA,Vol à la roulette,2025-11-11,7700.0,0
INS_001724,Generali,Vol à la roulette,2023-10-06,5400.0,0
INS_000335,Société Générale Assurances,Collision multi-véhicules,2024-07-20,1700.0,0
INS_000335,AXA,Collision simple,2025-04-24,11800.0,0
INS_002480,Société Générale Assurances,Incendie criminel,2025-04-12,11900.0,0
INS_002480,AXA,Collision simple,2025-07-20,200.0,0
INS_002480,Generali,Vol à la roulette,2025-11-19,4700.0,0
INS_002480,BNP Paribas Cardif,Bris de glace,2023-11-12,9500.0,0
INS_001153,Macif,Collision avec piéton,2024-08-21,2700.0,1
INS_001904,Groupama,Incendie criminel,2025-09-09,11400.0,0
INS_004158,Maif,Dommages grêle,2025-06-20,6400.0,0
INS_003843,Maif,Stationnement endommagé,2024-09-15,3900.0,0
INS_003843,Maif,Vol à la roulette,2024-02-11,3900.0,0
INS_005806,Allianz,Incendie accidentel,2024-12-01,11100.0,0
INS_003270,Groupama,Dégradation volontaire,2024-05-07,200.0,0
INS_003270,Maif,Incendie accidentel,2025-04-10,8100.0,0
INS_003270,Aviva,Collision multi-véhicules,2025-03-03,8500.0,1
INS_003270,Maif,Collision multi-véhicules,2024-08-21,3000.0,1
INS_004132,BNP Paribas Cardif,Stationnement endommagé,2024-10-13,200.0,0
INS_004132,BNP Paribas Cardif,Inondation / submersion,2024-03-21,7400.0,0
INS_004132,Groupama,Dommages grêle,2025-11-27,5800.0,1
INS_000185,BNP Paribas Cardif,Vol total du véhicule,2023-11-03,3900.0,0
INS_000185,Société Générale Assurances,Bris de glace,2025-09-28,11800.0,0
INS_000185,AXA,Accident corporel seul conducteur,2025-05-25,7100.0,0
INS_004813,Generali,Collision simple,2025-07-15,200.0,0
INS_000057,Aviva,Collision simple,2025-08-07,1500.0,0
INS_000116,AXA,Incendie criminel,2025-05-16,4100.0,0
INS_000116,Groupama,Accident corporel seul conducteur,2026-05-01,4900.0,0
INS_000116,Generali,Collision avec animal,2023-10-26,7600.0,0
INS_000116,BNP Paribas Cardif,Vol à la roulette,2026-02-05,9000.0,0
INS_003967,AXA,Dégradation volontaire,2023-11-05,3300.0,1
INS_003967,AXA,Vol total du véhicule,2026-01-22,2400.0,0
INS_003760,Aviva,Inondation / submersion,2025-10-24,5300.0,0
INS_003760,Groupama,Vol à la roulette,2025-10-24,3200.0,0
INS_003760,BNP Paribas Cardif,Tentative de vol avec dégradation,2026-02-18,5700.0,1
INS_005052,Maif,Tentative de vol avec dégradation,2023-12-03,10100.0,1
INS_005052,Groupama,Incendie accidentel,2026-01-23,10500.0,0
INS_005052,Macif,Dégradation volontaire,2024-02-13,10400.0,1
INS_005052,Société Générale Assurances,Incendie accidentel,2025-02-23,4800.0,1
INS_003498,BNP Paribas Cardif,Collision avec piéton,2025-03-19,1500.0,0
INS_002308,Macif,Accident corporel seul conducteur,2025-04-09,200.0,0
INS_002308,Generali,Collision simple,2024-05-11,5600.0,1
INS_001289,Generali,Collision avec animal,2025-12-23,4700.0,0
INS_003774,Maif,Collision avec piéton,2026-03-17,4000.0,0
INS_003774,Aviva,Stationnement endommagé,2024-05-03,5800.0,1
INS_003742,Allianz,Collision avec piéton,2026-02-13,6100.0,0
INS_000283,Groupama,Collision simple,2024-08-22,200.0,0
INS_004967,Generali,Collision avec animal,2024-03-02,5900.0,0
INS_004967,Generali,Inondation / submersion,2024-04-20,200.0,0
INS_003789,BNP Paribas Cardif,Vol total du véhicule,2024-12-16,6500.0,0
INS_003789,AXA,Incendie criminel,2025-09-05,7600.0,0
INS_003789,Société Générale Assurances,Dégradation volontaire,2024-02-22,1400.0,0
INS_003789,Macif,Dommages grêle,2026-03-01,2400.0,0
INS_004341,Generali,Collision multi-véhicules,2025-04-15,200.0,1
INS_003017,Société Générale Assurances,Collision multi-véhicules,2025-09-12,6700.0,1
INS_003017,Maif,Incendie accidentel,2025-08-02,500.0,0
INS_003017,Allianz,Collision avec piéton,2024-09-13,1100.0,1
INS_003017,Aviva,Incendie criminel,2023-09-26,1400.0,0
INS_001223,Aviva,Incendie accidentel,2026-04-25,200.0,0
INS_003057,Maif,Tentative de vol avec dégradation,2023-09-30,4800.0,0
INS_003057,Aviva,Collision simple,2024-04-28,200.0,0
INS_002015,Generali,Incendie accidentel,2026-04-24,7800.0,0
INS_005984,Generali,Stationnement endommagé,2024-01-22,4700.0,1
INS_005984,BNP Paribas Cardif,Stationnement endommagé,2024-09-03,7600.0,1
INS_005984,Aviva,Bris de glace,2023-06-21,11700.0,0
INS_005984,Macif,Collision avec piéton,2025-07-09,2800.0,0
INS_005061,Macif,Collision simple,2023-06-21,7000.0,0
INS_000538,Generali,Dommages grêle,2025-01-30,9400.0,0
INS_000538,Allianz,Collision simple,2024-10-31,600.0,0
INS_000538,Aviva,Incendie criminel,2025-12-02,4700.0,0
INS_000538,Maif,Incendie accidentel,2024-05-07,4800.0,1
INS_000538,Société Générale Assurances,Collision multi-véhicules,2024-06-10,5000.0,0
INS_005666,Maif,Vol total du véhicule,2025-06-03,9200.0,0
INS_005666,Société Générale Assurances,Collision avec animal,2025-09-28,6700.0,0
INS_005666,Generali,Collision avec piéton,2023-07-26,3900.0,1
INS_004289,Aviva,Tentative de vol avec dégradation,2025-04-26,9200.0,0
INS_002644,BNP Paribas Cardif,Inondation / submersion,2024-07-24,7000.0,0
INS_002527,Maif,Bris de glace,2026-01-24,7400.0,0
INS_000558,Aviva,Collision simple,2025-09-26,6500.0,0
INS_001850,Aviva,Vol total du véhicule,2024-12-27,6100.0,1
INS_001850,Maif,Collision multi-véhicules,2026-03-09,12700.0,0
INS_001004,Groupama,Tentative de vol avec dégradation,2023-07-22,600.0,0
INS_003773,BNP Paribas Cardif,Collision multi-véhicules,2026-03-01,3500.0,1
INS_005138,Aviva,Incendie accidentel,2025-02-16,1200.0,0
INS_005314,Macif,Collision simple,2025-06-18,3800.0,0
INS_002140,AXA,Vol à la roulette,2023-06-12,10600.0,0
INS_002140,Macif,Dommages grêle,2025-08-02,7400.0,1
INS_002051,Allianz,Vol total du véhicule,2026-04-06,4100.0,0
INS_004401,Macif,Dommages grêle,2026-04-05,200.0,0
INS_004401,Macif,Collision multi-véhicules,2024-10-19,2500.0,0
INS_005277,Groupama,Collision multi-véhicules,2023-09-30,600.0,0
INS_002746,Allianz,Vol à la roulette,2023-12-07,200.0,0
INS_002746,Aviva,Stationnement endommagé,2025-07-28,11300.0,0
INS_000995,Groupama,Tentative de vol avec dégradation,2024-08-02,1400.0,0
INS_000995,Groupama,Dommages grêle,2025-07-28,600.0,1
INS_000995,AXA,Dégradation volontaire,2024-01-18,6400.0,0
INS_000995,Allianz,Tentative de vol avec dégradation,2023-12-20,6400.0,0
INS_004772,Maif,Vol à la roulette,2024-12-03,4200.0,0
INS_002938,Macif,Accident corporel seul conducteur,2023-08-13,800.0,0
INS_002938,Maif,Incendie criminel,2025-10-14,1600.0,0
INS_002071,BNP Paribas Cardif,Vol à la roulette,2023-12-04,6600.0,0
INS_002304,Generali,Accident corporel seul conducteur,2024-05-10,7900.0,0
INS_002304,Aviva,Stationnement endommagé,2025-05-16,5000.0,0
INS_002304,Aviva,Collision simple,2025-03-02,7300.0,1
INS_002304,Groupama,Collision avec piéton,2026-04-02,600.0,1
INS_002304,Allianz,Incendie criminel,2024-10-20,3800.0,0
INS_005652,Macif,Bris de glace,2024-01-30,2900.0,0
INS_005652,Aviva,Vol à la roulette,2024-10-06,10400.0,0
INS_001827,BNP Paribas Cardif,Collision simple,2026-02-23,7800.0,0
INS_001681,Generali,Incendie accidentel,2025-02-10,3000.0,0
INS_001681,Macif,Dégradation volontaire,2025-03-15,7300.0,1
INS_005835,Allianz,Incendie criminel,2024-06-22,4300.0,0
INS_005983,Aviva,Tentative de vol avec dégradation,2024-11-11,2100.0,1
INS_005983,BNP Paribas Cardif,Inondation / submersion,2025-02-18,3800.0,0
INS_000340,Generali,Vol à la roulette,2025-09-08,8900.0,0
INS_000340,Maif,Dommages grêle,2023-08-07,9000.0,1
INS_001436,Generali,Dommages grêle,2026-04-13,1600.0,0
INS_003056,Macif,Stationnement endommagé,2025-11-05,3300.0,1
INS_003056,Aviva,Accident corporel seul conducteur,2024-02-29,2500.0,0
INS_003056,Allianz,Accident corporel seul conducteur,2024-10-01,13500.0,0
INS_003056,AXA,Accident corporel seul conducteur,2025-06-11,5400.0,0
INS_004559,Aviva,Collision multi-véhicules,2023-08-14,8200.0,0
INS_004559,Maif,Stationnement endommagé,2024-11-01,6300.0,0
INS_005346,Aviva,Vol à la roulette,2024-01-18,500.0,0
INS_004148,BNP Paribas Cardif,Vol total du véhicule,2024-07-28,8500.0,0
INS_002971,Allianz,Incendie criminel,2026-03-01,6700.0,1
INS_002715,Macif,Incendie criminel,2023-06-07,3900.0,0
INS_000521,AXA,Tentative de vol avec dégradation,2025-07-12,9600.0,1
INS_000521,Generali,Vol total du véhicule,2024-09-03,5600.0,0
INS_000521,Allianz,Dégradation volontaire,2026-04-13,3700.0,0
INS_000521,AXA,Bris de glace,2024-07-29,2500.0,0
INS_000521,Allianz,Bris de glace,2025-05-10,3400.0,1
INS_000077,BNP Paribas Cardif,Collision simple,2025-12-26,11300.0,0
INS_000077,Maif,Collision avec piéton,2023-09-17,8300.0,0
INS_000077,Groupama,Inondation / submersion,2023-11-17,200.0,1
INS_000077,Allianz,Collision avec piéton,2026-03-30,3100.0,1
INS_000077,Maif,Stationnement endommagé,2024-04-09,1900.0,1
INS_004306,BNP Paribas Cardif,Bris de glace,2025-12-12,200.0,0
INS_004306,AXA,Collision simple,2024-01-05,5600.0,0
INS_005904,Société Générale Assurances,Collision avec piéton,2023-06-28,2000.0,0
INS_005497,Groupama,Vol à la roulette,2023-06-10,2900.0,0
INS_001248,Maif,Incendie accidentel,2023-07-12,1700.0,0
INS_001248,Groupama,Dommages grêle,2024-08-04,3400.0,1
INS_005189,Groupama,Vol total du véhicule,2024-02-23,13500.0,0
INS_000848,BNP Paribas Cardif,Vol total du véhicule,2025-08-17,2000.0,1
INS_003635,Maif,Vol total du véhicule,2024-12-02,5000.0,0
INS_005869,Maif,Vol total du véhicule,2023-11-02,8800.0,0
INS_000012,Generali,Stationnement endommagé,2026-04-16,9400.0,1
INS_004287,Allianz,Accident corporel seul conducteur,2025-04-13,4100.0,0
INS_004287,Société Générale Assurances,Tentative de vol avec dégradation,2026-05-19,5200.0,0
INS_003712,Société Générale Assurances,Tentative de vol avec dégradation,2025-01-27,10700.0,0
INS_002241,Macif,Collision avec animal,2024-12-06,8300.0,0
INS_002241,Groupama,Bris de glace,2024-01-25,11000.0,0
INS_002241,Maif,Incendie accidentel,2026-02-15,9900.0,0
INS_002241,BNP Paribas Cardif,Incendie accidentel,2025-12-28,7500.0,0
INS_004387,Maif,Dommages grêle,2025-10-18,9100.0,0
INS_002664,Société Générale Assurances,Collision simple,2023-07-08,8100.0,0
INS_001994,Aviva,Dégradation volontaire,2024-10-23,200.0,0
INS_001994,Generali,Accident corporel seul conducteur,2025-07-18,13200.0,0
INS_000657,Macif,Bris de glace,2024-12-21,9700.0,1
INS_000657,Macif,Vol total du véhicule,2023-08-25,6200.0,0
INS_000657,Maif,Dégradation volontaire,2025-04-22,200.0,1
INS_002782,Groupama,Tentative de vol avec dégradation,2024-02-01,6300.0,1
INS_002782,Maif,Vol à la roulette,2024-09-04,15800.0,0
INS_004931,BNP Paribas Cardif,Inondation / submersion,2024-06-16,200.0,1
INS_005170,Allianz,Vol à la roulette,2026-02-26,200.0,0
INS_005170,Maif,Collision avec piéton,2025-01-12,12100.0,0
INS_004878,Allianz,Vol total du véhicule,2023-11-05,8700.0,0
INS_003551,Generali,Incendie criminel,2023-05-28,3100.0,0
INS_002355,BNP Paribas Cardif,Collision simple,2023-10-19,200.0,0
INS_003252,BNP Paribas Cardif,Collision multi-véhicules,2023-08-04,1300.0,0
INS_000092,Maif,Tentative de vol avec dégradation,2024-09-29,9400.0,0
INS_004581,Aviva,Vol total du véhicule,2023-06-19,5800.0,0
INS_003675,Maif,Incendie accidentel,2024-04-13,200.0,0
INS_001104,AXA,Collision avec animal,2025-01-12,4200.0,1
INS_002775,BNP Paribas Cardif,Vol à la roulette,2024-02-27,200.0,0
INS_002775,Groupama,Collision simple,2025-06-02,10200.0,1
INS_002775,AXA,Collision multi-véhicules,2024-09-15,2700.0,0
INS_002775,BNP Paribas Cardif,Vol à la roulette,2025-07-19,9900.0,1
INS_002056,Aviva,Tentative de vol avec dégradation,2024-11-13,3900.0,0
INS_004092,Aviva,Stationnement endommagé,2025-06-29,200.0,0
INS_004092,Aviva,Incendie criminel,2025-09-07,11900.0,1
INS_004092,BNP Paribas Cardif,Collision simple,2024-01-10,200.0,0
INS_004092,Société Générale Assurances,Stationnement endommagé,2024-08-01,200.0,0
INS_004092,Maif,Collision avec piéton,2023-08-06,500.0,0
INS_004063,Aviva,Stationnement endommagé,2025-04-09,1900.0,0
INS_004084,Generali,Dommages grêle,2025-08-03,5300.0,0
INS_004084,Groupama,Dommages grêle,2024-06-16,3400.0,0
INS_002709,Maif,Stationnement endommagé,2023-09-03,7200.0,0
INS_001935,BNP Paribas Cardif,Incendie accidentel,2025-07-11,2300.0,1
INS_004190,Aviva,Dommages grêle,2023-06-15,3800.0,0
INS_004190,Groupama,Collision simple,2024-06-27,9600.0,0
INS_005829,Maif,Collision avec animal,2023-08-22,5600.0,0
INS_000970,Maif,Vol à la roulette,2024-12-08,4800.0,1
INS_003686,Aviva,Collision avec piéton,2025-04-02,7900.0,0
INS_003686,Société Générale Assurances,Incendie criminel,2025-06-18,300.0,0
INS_003563,Allianz,Collision multi-véhicules,2025-09-14,200.0,0
INS_003563,Macif,Collision avec piéton,2025-07-12,16000.0,0
INS_003563,Generali,Dommages grêle,2023-10-14,6800.0,0
INS_003563,Generali,Collision avec piéton,2026-01-11,3200.0,0
INS_004399,Groupama,Incendie criminel,2024-01-08,3900.0,1
INS_005861,AXA,Vol à la roulette,2023-07-17,4300.0,1
INS_003020,AXA,Accident corporel seul conducteur,2024-01-10,200.0,0
INS_001556,Maif,Collision avec piéton,2023-06-06,3800.0,0
INS_001556,Maif,Collision avec animal,2024-10-02,10500.0,1
INS_001556,AXA,Incendie accidentel,2023-10-14,4500.0,1
INS_001060,Maif,Collision multi-véhicules,2024-05-13,5400.0,1
INS_001060,Macif,Vol total du véhicule,2023-11-10,200.0,0
INS_002256,Groupama,Vol à la roulette,2025-05-11,4800.0,1
INS_002256,Allianz,Collision simple,2024-02-03,2900.0,0
INS_002256,BNP Paribas Cardif,Vol total du véhicule,2025-07-07,4800.0,0
INS_003864,Société Générale Assurances,Vol total du véhicule,2023-12-20,200.0,1
INS_003864,Allianz,Collision simple,2024-03-18,8100.0,1
INS_003864,Aviva,Collision simple,2023-10-29,7200.0,0
INS_003864,BNP Paribas Cardif,Tentative de vol avec dégradation,2025-11-08,200.0,0
INS_004293,Groupama,Collision avec animal,2024-03-22,4500.0,1
INS_005985,BNP Paribas Cardif,Accident corporel seul conducteur,2026-05-21,1400.0,0
INS_000918,Allianz,Collision simple,2024-05-22,200.0,1
INS_000918,Macif,Incendie accidentel,2024-01-05,6600.0,0
INS_000918,Macif,Vol total du véhicule,2023-09-28,10100.0,1
INS_000095,Generali,Collision avec animal,2024-09-13,5900.0,1
INS_005416,BNP Paribas Cardif,Tentative de vol avec dégradation,2025-02-12,2800.0,0
INS_005416,Generali,Collision simple,2025-12-11,1100.0,1
INS_005416,Maif,Accident corporel seul conducteur,2025-01-29,5400.0,1
INS_005416,BNP Paribas Cardif,Collision avec piéton,2025-12-28,6100.0,0
INS_003499,Macif,Stationnement endommagé,2023-09-25,4800.0,1
INS_003499,BNP Paribas Cardif,Collision avec piéton,2024-08-23,11300.0,0
INS_003499,Macif,Collision avec animal,2024-08-02,1700.0,0
INS_003499,Maif,Incendie criminel,2023-10-08,17100.0,0
INS_001239,Société Générale Assurances,Dégradation volontaire,2025-12-01,5700.0,0
INS_000936,Aviva,Vol à la roulette,2025-10-01,4200.0,1
INS_000936,Groupama,Vol total du véhicule,2025-03-26,200.0,0
INS_000936,Generali,Dégradation volontaire,2025-11-27,2800.0,1
INS_004978,Allianz,Dégradation volontaire,2024-10-23,7200.0,0
INS_004262,Maif,Tentative de vol avec dégradation,2025-06-04,200.0,1
INS_004663,Generali,Accident corporel seul conducteur,2023-06-05,4600.0,0
INS_003935,Groupama,Inondation / submersion,2024-01-07,7900.0,0
INS_003935,Generali,Stationnement endommagé,2023-05-27,15900.0,0
INS_002093,Groupama,Inondation / submersion,2024-07-08,10100.0,0
INS_002335,Aviva,Bris de glace,2026-02-16,10500.0,1
INS_003453,Macif,Tentative de vol avec dégradation,2023-08-04,10400.0,0
INS_004757,Generali,Tentative de vol avec dégradation,2023-06-15,11600.0,0
INS_004757,Aviva,Collision simple,2023-09-12,4400.0,0
INS_004757,Groupama,Incendie accidentel,2024-07-27,1000.0,0
INS_001651,Maif,Bris de glace,2025-02-19,5400.0,0
INS_000738,Société Générale Assurances,Accident corporel seul conducteur,2023-05-30,5800.0,0
INS_000738,Maif,Collision avec animal,2025-06-15,5900.0,0
INS_000738,Aviva,Dommages grêle,2024-04-04,4800.0,0
INS_000738,Aviva,Incendie criminel,2025-10-06,5500.0,0
INS_000738,Aviva,Inondation / submersion,2024-05-23,4800.0,0
INS_003433,Macif,Collision avec animal,2023-06-25,3200.0,0
INS_003433,BNP Paribas Cardif,Accident corporel seul conducteur,2024-05-20,4300.0,0
INS_004586,Aviva,Collision multi-véhicules,2025-05-13,7800.0,0
INS_004586,Aviva,Collision avec piéton,2024-11-12,8700.0,0
INS_000728,BNP Paribas Cardif,Incendie criminel,2024-04-18,200.0,0
INS_000728,Aviva,Incendie accidentel,2025-02-19,8200.0,0
INS_002826,AXA,Vol total du véhicule,2024-08-20,2800.0,0
INS_002826,BNP Paribas Cardif,Collision avec animal,2025-06-23,4300.0,1
INS_002826,Macif,Collision avec animal,2024-12-11,1500.0,1
INS_002826,Generali,Dégradation volontaire,2025-02-26,4000.0,0
INS_000601,BNP Paribas Cardif,Inondation / submersion,2024-04-14,2700.0,1
INS_003182,Aviva,Stationnement endommagé,2023-10-03,4100.0,1
INS_005431,Groupama,Collision avec animal,2023-06-01,4700.0,1
INS_005431,Groupama,Inondation / submersion,2025-11-07,200.0,1
INS_005431,AXA,Bris de glace,2025-05-11,1700.0,0
INS_005431,Generali,Vol total du véhicule,2026-04-16,6900.0,1
INS_005046,AXA,Incendie accidentel,2024-08-15,7700.0,1
INS_000942,BNP Paribas Cardif,Dommages grêle,2025-02-12,200.0,0
INS_000942,AXA,Tentative de vol avec dégradation,2025-07-06,6300.0,0
INS_000942,Maif,Collision simple,2023-09-11,3200.0,1
INS_005035,BNP Paribas Cardif,Dégradation volontaire,2025-07-21,4300.0,1
INS_000155,Allianz,Accident corporel seul conducteur,2023-12-25,4700.0,0
INS_004043,Maif,Stationnement endommagé,2024-05-21,3600.0,0
INS_000387,Generali,Collision simple,2023-11-20,4600.0,0
