contract_id,insured_id,role
CTR_000782,INS_001183,souscripteur principal
CTR_000783,INS_001184,souscripteur principal
CTR_000784,INS_001185,souscripteur principal
CTR_000785,INS_001187,souscripteur principal
CTR_000786,INS_001191,souscripteur principal
CTR_000787,INS_001192,souscripteur principal
CTR_000787,INS_004703,enfant
CTR_000788,INS_001197,souscripteur principal
CTR_000788,INS_005970,enfant
CTR_000789,INS_001197,souscripteur principal
CTR_000789,INS_003712,enfant
CTR_000789,INS_000220,enfant
CTR_000790,INS_001198,souscripteur principal
CTR_000790,INS_005195,conducteur secondaire
CTR_000791,INS_001199,souscripteur principal
CTR_000792,INS_001199,souscripteur principal
CTR_000793,INS_001205,souscripteur principal
CTR_000794,INS_001206,souscripteur principal
CTR_000794,INS_002429,enfant
CTR_000795,INS_001208,souscripteur principal
CTR_000795,INS_003041,enfant
CTR_000796,INS_001210,souscripteur principal
CTR_000797,INS_001213,souscripteur principal
CTR_000798,INS_001214,souscripteur principal
CTR_000799,INS_001215,souscripteur principal
CTR_000799,INS_003801,conducteur secondaire
CTR_000800,INS_001216,souscripteur principal
CTR_000801,INS_001218,souscripteur principal
CTR_000802,INS_001221,souscripteur principal
CTR_000803,INS_001225,souscripteur principal
CTR_000803,INS_004154,conjoint
CTR_000804,INS_001227,souscripteur principal
CTR_000805,INS_001228,souscripteur principal
CTR_000806,INS_001228,souscripteur principal
CTR_000807,INS_001231,souscripteur principal
CTR_000807,INS_004297,conjoint
CTR_000808,INS_001233,souscripteur principal
CTR_000809,INS_001234,souscripteur principal
CTR_000809,INS_003891,conjoint
CTR_000810,INS_001237,souscripteur principal
CTR_000810,INS_001835,enfant
CTR_000811,INS_001238,souscripteur principal
CTR_000812,INS_001240,souscripteur principal
CTR_000813,INS_001242,souscripteur principal
CTR_000814,INS_001243,souscripteur principal
CTR_000815,INS_001244,souscripteur principal
CTR_000816,INS_001245,souscripteur principal
CTR_000817,INS_001247,souscripteur principal
CTR_000818,INS_001248,souscripteur principal
CTR_000819,INS_001249,souscripteur principal
CTR_000819,INS_003677,conjoint
CTR_000820,INS_001251,souscripteur principal
CTR_000821,INS_001253,souscripteur principal
CTR_000822,INS_001255,souscripteur principal
CTR_000823,INS_001257,souscripteur principal
CTR_000823,INS_002143,conducteur secondaire
CTR_000824,INS_001259,souscripteur principal
CTR_000825,INS_001261,souscripteur principal
CTR_000825,INS_002945,conjoint
CTR_000826,INS_001261,souscripteur principal
CTR_000827,INS_001262,souscripteur principal
CTR_000828,INS_001264,souscripteur principal
CTR_000828,INS_001722,conjoint
CTR_000829,INS_001265,souscripteur principal
CTR_000830,INS_001266,souscripteur principal
CTR_000831,INS_001269,souscripteur principal
CTR_000832,INS_001270,souscripteur principal
CTR_000833,INS_001271,souscripteur principal
CTR_000834,INS_001271,souscripteur principal
CTR_000835,INS_001273,souscripteur principal
CTR_000836,INS_001274,souscripteur principal
CTR_000837,INS_001275,souscripteur principal
CTR_000838,INS_001276,souscripteur principal
CTR_000839,INS_001277,souscripteur principal
CTR_000840,INS_001278,souscripteur principal
CTR_000840,INS_005540,conjoint
CTR_000841,INS_001279,souscripteur principal
CTR_000842,INS_001279,souscripteur principal
CTR_000842,INS_002734,conducteur secondaire
CTR_000843,INS_001280,souscripteur principal
CTR_000844,INS_001281,souscripteur principal
CTR_000844,INS_000452,enfant
CTR_000845,INS_001282,souscripteur principal
CTR_000846,INS_001282,souscripteur principal
CTR_000847,INS_001283,souscripteur principal
CTR_000847,INS_000262,conducteur secondaire
CTR_000848,INS_001285,souscripteur principal
CTR_000849,INS_001285,souscripteur principal
CTR_000850,INS_001286,souscripteur principal
CTR_000851,INS_001287,souscripteur principal
CTR_000852,INS_001292,souscripteur principal
CTR_000853,INS_001293,souscripteur principal
CTR_000853,INS_003420,conjoint
CTR_000854,INS_001295,souscripteur principal
CTR_000855,INS_001296,souscripteur principal
CTR_000856,INS_001299,souscripteur principal
CTR_000857,INS_001299,souscripteur principal
CTR_000857,INS_001842,conducteur secondaire
CTR_000858,INS_001300,souscripteur principal
CTR_000859,INS_001301,souscripteur principal
CTR_000860,INS_001305,souscripteur principal
CTR_000860,INS_002542,conducteur secondaire
CTR_000861,INS_001307,souscripteur principal
CTR_000862,INS_001312,souscripteur principal
CTR_000863,INS_001313,souscripteur principal
CTR_000863,INS_004434,enfant
CTR_000864,INS_001317,souscripteur principal
CTR_000865,INS_001318,souscripteur principal
CTR_000866,INS_001319,souscripteur principal
CTR_000866,INS_001298,conducteur secondaire
CTR_000867,INS_001319,souscripteur principal
CTR_000868,INS_001320,souscripteur principal
CTR_000869,INS_001322,souscripteur principal
CTR_000869,INS_003090,conjoint
CTR_000870,INS_001323,souscripteur principal
CTR_000871,INS_001324,souscripteur principal
CTR_000872,INS_001329,souscripteur principal
CTR_000872,INS_005934,conjoint
CTR_000873,INS_001330,souscripteur principal
CTR_000873,INS_002054,conjoint
CTR_000873,INS_003421,conjoint
CTR_000874,INS_001331,souscripteur principal
CTR_000875,INS_001336,souscripteur principal
CTR_000875,INS_003210,conducteur secondaire
CTR_000876,INS_001337,souscripteur principal
CTR_000877,INS_001338,souscripteur principal
CTR_000878,INS_001339,souscripteur principal
CTR_000879,INS_001339,souscripteur principal
CTR_000880,INS_001339,souscripteur principal
CTR_000881,INS_001340,souscripteur principal
CTR_000882,INS_001341,souscripteur principal
CTR_000882,INS_002021,conjoint
CTR_000883,INS_001342,souscripteur principal
CTR_000883,INS_003049,conducteur secondaire
CTR_000884,INS_001345,souscripteur principal
CTR_000885,INS_001346,souscripteur principal
CTR_000886,INS_001347,souscripteur principal
CTR_000887,INS_001348,souscripteur principal
CTR_000888,INS_001349,souscripteur principal
CTR_000889,INS_001350,souscripteur principal
CTR_000890,INS_001352,souscripteur principal
CTR_000891,INS_001354,souscripteur principal
CTR_000892,INS_001357,souscripteur principal
CTR_000893,INS_001358,souscripteur principal
CTR_000894,INS_001358,souscripteur principal
CTR_000894,INS_001301,enfant
CTR_000895,INS_001358,souscripteur principal
CTR_000895,INS_003903,conjoint
CTR_000896,INS_001359,souscripteur principal
CTR_000896,INS_004983,enfant
CTR_000897,INS_001360,souscripteur principal
CTR_000897,INS_000184,conjoint
CTR_000898,INS_001361,souscripteur principal
CTR_000899,INS_001363,souscripteur principal
CTR_000900,INS_001364,souscripteur principal
CTR_000900,INS_004773,enfant
CTR_000900,INS_003258,conjoint
CTR_000901,INS_001366,souscripteur principal
CTR_000902,INS_001366,souscripteur principal
CTR_000903,INS_001368,souscripteur principal
CTR_000904,INS_001369,souscripteur principal
CTR_000905,INS_001372,souscripteur principal
CTR_000905,INS_000737,conducteur secondaire
CTR_000906,INS_001374,souscripteur principal
CTR_000907,INS_001375,souscripteur principal
CTR_000908,INS_001376,souscripteur principal
CTR_000908,INS_005790,conducteur secondaire
CTR_000908,INS_000721,conducteur secondaire
CTR_000909,INS_001377,souscripteur principal
CTR_000910,INS_001378,souscripteur principal
CTR_000910,INS_002984,conducteur secondaire
CTR_000911,INS_001381,souscripteur principal
CTR_000912,INS_001382,souscripteur principal
CTR_000912,INS_001502,conjoint
CTR_000913,INS_001383,souscripteur principal
CTR_000913,INS_002788,conducteur secondaire
CTR_000914,INS_001387,souscripteur principal
CTR_000915,INS_001390,souscripteur principal
CTR_000916,INS_001390,souscripteur principal
CTR_000916,INS_002472,enfant
CTR_000916,INS_005077,conjoint
CTR_000917,INS_001393,souscripteur principal
CTR_000918,INS_001393,souscripteur principal
CTR_000919,INS_001393,souscripteur principal
CTR_000920,INS_001394,souscripteur principal
CTR_000921,INS_001395,souscripteur principal
CTR_000922,INS_001397,souscripteur principal
CTR_000923,INS_001397,souscripteur principal
CTR_000924,INS_001399,souscripteur principal
CTR_000925,INS_001400,souscripteur principal
CTR_000926,INS_001403,souscripteur principal
CTR_000927,INS_001404,souscripteur principal
CTR_000928,INS_001405,souscripteur principal
CTR_000929,INS_001406,souscripteur principal
CTR_000930,INS_001407,souscripteur principal
CTR_000931,INS_001408,souscripteur principal
CTR_000931,INS_005337,conjoint
CTR_000932,INS_001409,souscripteur principal
CTR_000933,INS_001412,souscripteur principal
CTR_000934,INS_001412,souscripteur principal
CTR_000935,INS_001414,souscripteur principal
CTR_000936,INS_001415,souscripteur principal
CTR_000937,INS_001417,souscripteur principal
CTR_000938,INS_001418,souscripteur principal
CTR_000939,INS_001419,souscripteur principal
CTR_000940,INS_001421,souscripteur principal
CTR_000941,INS_001422,souscripteur principal
CTR_000941,INS_005560,conducteur secondaire
CTR_000942,INS_001423,souscripteur principal
CTR_000943,INS_001425,souscripteur principal
CTR_000944,INS_001428,souscripteur principal
CTR_000944,INS_001704,conducteur secondaire
CTR_000945,INS_001430,souscripteur principal
CTR_000946,INS_001431,souscripteur principal
CTR_000946,INS_001227,conducteur secondaire
CTR_000947,INS_001434,souscripteur principal
CTR_000947,INS_002257,enfant
CTR_000948,INS_001436,souscripteur principal
CTR_000948,INS_002251,enfant
CTR_000949,INS_001440,souscripteur principal
CTR_000950,INS_001440,souscripteur principal
CTR_000950,INS_001771,conducteur secondaire
CTR_000951,INS_001441,souscripteur principal
CTR_000951,INS_004676,conjoint
CTR_000952,INS_001442,souscripteur principal
CTR_000953,INS_001444,souscripteur principal
CTR_000954,INS_001448,souscripteur principal
CTR_000955,INS_001449,souscripteur principal
CTR_000955,INS_004266,conducteur secondaire
CTR_000956,INS_001450,souscripteur principal
CTR_000957,INS_001451,souscripteur principal
CTR_000957,INS_001710,enfant
CTR_000958,INS_001452,souscripteur principal
CTR_000959,INS_001453,souscripteur principal
CTR_000959,INS_005219,enfant
CTR_000960,INS_001455,souscripteur principal
CTR_000961,INS_001456,souscripteur principal
CTR_000962,INS_001457,souscripteur principal
CTR_000962,INS_001187,conducteur secondaire
CTR_000963,INS_001458,souscripteur principal
CTR_000964,INS_001459,souscripteur principal
CTR_000965,INS_001460,souscripteur principal
CTR_000966,INS_001461,souscripteur principal
CTR_000967,INS_001461,souscripteur principal
CTR_000967,INS_003517,conducteur secondaire
CTR_000968,INS_001462,souscripteur principal
CTR_000968,INS_001930,enfant
CTR_000968,INS_002174,conducteur secondaire
CTR_000969,INS_001463,souscripteur principal
CTR_000969,INS_004998,enfant
CTR_000970,INS_001464,souscripteur principal
CTR_000971,INS_001464,souscripteur principal
CTR_000971,INS_005302,conjoint
CTR_000972,INS_001465,souscripteur principal
CTR_000973,INS_001466,souscripteur principal
CTR_000973,INS_000779,conducteur secondaire
CTR_000974,INS_001467,souscripteur principal
CTR_000974,INS_001959,enfant
CTR_000975,INS_001469,souscripteur principal
CTR_000976,INS_001471,souscripteur principal
CTR_000976,INS_005398,conjoint
CTR_000977,INS_001474,souscripteur principal
CTR_000977,INS_003204,conjoint
CTR_000978,INS_001476,souscripteur principal
CTR_000979,INS_001477,souscripteur principal
CTR_000979,INS_001099,enfant
CTR_000979,INS_003511,conducteur secondaire
CTR_000980,INS_001478,souscripteur principal
CTR_000981,INS_001479,souscripteur principal
CTR_000981,INS_000911,enfant
CTR_000982,INS_001480,souscripteur principal
CTR_000982,INS_004977,conjoint
CTR_000983,INS_001482,souscripteur principal
CTR_000983,INS_004702,enfant
CTR_000984,INS_001483,souscripteur principal
CTR_000985,INS_001484,souscripteur principal
CTR_000986,INS_001484,souscripteur principal
CTR_000986,INS_001736,conjoint
CTR_000987,INS_001486,souscripteur principal
CTR_000987,INS_003503,conjoint
CTR_000988,INS_001487,souscripteur principal
CTR_000988,INS_004359,conjoint
CTR_000989,INS_001488,souscripteur principal
CTR_000990,INS_001489,souscripteur principal
CTR_000990,INS_005372,enfant
CTR_000991,INS_001490,souscripteur principal
CTR_000992,INS_001495,souscripteur principal
CTR_000993,INS_001498,souscripteur principal
CTR_000994,INS_001504,souscripteur principal
CTR_000995,INS_001505,souscripteur principal
CTR_000996,INS_001507,souscripteur principal
CTR_000997,INS_001508,souscripteur principal
CTR_000998,INS_001510,souscripteur principal
CTR_000999,INS_001510,souscripteur principal
CTR_001000,INS_001510,souscripteur principal
CTR_001001,INS_001514,souscripteur principal
CTR_001002,INS_001515,souscripteur principal
CTR_001003,INS_001516,souscripteur principal
CTR_001004,INS_001517,souscripteur principal
CTR_001004,INS_001224,conjoint
CTR_001005,INS_001519,souscripteur principal
CTR_001006,INS_001520,souscripteur principal
CTR_001006,INS_002673,enfant
CTR_001006,INS_001007,conjoint
CTR_001007,INS_001521,souscripteur principal
CTR_001007,INS_002961,conjoint
CTR_001008,INS_001523,souscripteur principal
CTR_001009,INS_001525,souscripteur principal
CTR_001010,INS_001528,souscripteur principal
CTR_001011,INS_001529,souscripteur principal
CTR_001012,INS_001530,souscripteur principal
CTR_001012,INS_003772,enfant
CTR_001013,INS_001531,souscripteur principal
CTR_001014,INS_001533,souscripteur principal
CTR_001015,INS_001534,souscripteur principal
CTR_001016,INS_001536,souscripteur principal
CTR_001016,INS_000181,conducteur secondaire
CTR_001017,INS_001537,souscripteur principal
CTR_001017,INS_005670,conjoint
CTR_001018,INS_001538,souscripteur principal
CTR_001019,INS_001538,souscripteur principal
CTR_001020,INS_001539,souscripteur principal
CTR_001020,INS_005449,conducteur secondaire
CTR_001021,INS_001542,souscripteur principal
CTR_001022,INS_001543,souscripteur principal
CTR_001022,INS_004511,conjoint
CTR_001023,INS_001544,souscripteur principal
CTR_001024,INS_001545,souscripteur principal
CTR_001025,INS_001546,souscripteur principal
CTR_001026,INS_001546,souscripteur principal
CTR_001027,INS_001547,souscripteur principal
CTR_001028,INS_001548,souscripteur principal
CTR_001029,INS_001551,souscripteur principal
CTR_001030,INS_001552,souscripteur principal
CTR_001030,INS_000793,conducteur secondaire
CTR_001031,INS_001552,souscripteur principal
CTR_001032,INS_001553,souscripteur principal
CTR_001033,INS_001557,souscripteur principal
CTR_001034,INS_001558,souscripteur principal
CTR_001035,INS_001562,souscripteur principal
CTR_001036,INS_001562,souscripteur principal
CTR_001037,INS_001564,souscripteur principal
CTR_001038,INS_001567,souscripteur principal
CTR_001039,INS_001567,souscripteur principal
CTR_001039,INS_005405,enfant
CTR_001039,INS_005257,conducteur secondaire
CTR_001040,INS_001568,souscripteur principal
CTR_001040,INS_001160,enfant
CTR_001041,INS_001569,souscripteur principal
CTR_001042,INS_001570,souscripteur principal
CTR_001042,INS_001132,conducteur secondaire
CTR_001043,INS_001571,souscripteur principal
CTR_001044,INS_001572,souscripteur principal
CTR_001045,INS_001573,souscripteur principal
CTR_001046,INS_001574,souscripteur principal
CTR_001046,INS_005940,conjoint
CTR_001047,INS_001575,souscripteur principal
CTR_001048,INS_001576,souscripteur principal
CTR_001048,INS_001299,conducteur secondaire
CTR_001049,INS_001579,souscripteur principal
CTR_001050,INS_001581,souscripteur principal
CTR_001051,INS_001582,souscripteur principal
CTR_001051,INS_004272,conducteur secondaire
CTR_001051,INS_004436,conducteur secondaire
CTR_001052,INS_001583,souscripteur principal
CTR_001053,INS_001584,souscripteur principal
CTR_001054,INS_001585,souscripteur principal
CTR_001055,INS_001586,souscripteur principal
CTR_001056,INS_001586,souscripteur principal
CTR_001057,INS_001587,souscripteur principal
CTR_001058,INS_001588,souscripteur principal
CTR_001059,INS_001590,souscripteur principal
CTR_001060,INS_001591,souscripteur principal
CTR_001061,INS_001592,souscripteur principal
CTR_001062,INS_001593,souscripteur principal
CTR_001063,INS_001598,souscripteur principal
CTR_001064,INS_001601,souscripteur principal
CTR_001065,INS_001602,souscripteur principal
CTR_001066,INS_001603,souscripteur principal
CTR_001067,INS_001604,souscripteur principal
CTR_001068,INS_001607,souscripteur principal
CTR_001069,INS_001608,souscripteur principal
CTR_001070,INS_001609,souscripteur principal
CTR_001071,INS_001611,souscripteur principal
CTR_001072,INS_001613,souscripteur principal
CTR_001073,INS_001614,souscripteur principal
CTR_001074,INS_001615,souscripteur principal
CTR_001075,INS_001617,souscripteur principal
CTR_001075,INS_000973,enfant
CTR_001076,INS_001618,souscripteur principal
CTR_001076,INS_003024,conducteur secondaire
CTR_001076,INS_000043,enfant
CTR_001077,INS_001619,souscripteur principal
CTR_001078,INS_001620,souscripteur principal
CTR_001079,INS_001621,souscripteur principal
CTR_001080,INS_001622,souscripteur principal
CTR_001080,INS_002162,conducteur secondaire
CTR_001081,INS_001624,souscripteur principal
CTR_001082,INS_001625,souscripteur principal
CTR_001083,INS_001627,souscripteur principal
CTR_001084,INS_001629,souscripteur principal
CTR_001085,INS_001630,souscripteur principal
CTR_001086,INS_001631,souscripteur principal
CTR_001086,INS_003470,conjoint
CTR_001087,INS_001632,souscripteur principal
CTR_001088,INS_001633,souscripteur principal
CTR_001088,INS_000849,enfant
CTR_001089,INS_001634,souscripteur principal
CTR_001090,INS_001636,souscripteur principal
CTR_001091,INS_001637,souscripteur principal
CTR_001092,INS_001638,souscripteur principal
CTR_001093,INS_001638,souscripteur principal
CTR_001093,INS_003634,conjoint
CTR_001094,INS_001639,souscripteur principal
CTR_001095,INS_001640,souscripteur principal
CTR_001095,INS_004489,conducteur secondaire
CTR_001096,INS_001641,souscripteur principal
CTR_001097,INS_001642,souscripteur principal
CTR_001098,INS_001643,souscripteur principal
CTR_001099,INS_001644,souscripteur principal
CTR_001100,INS_001646,souscripteur principal
CTR_001101,INS_001647,souscripteur principal
CTR_001102,INS_001648,souscripteur principal
CTR_001103,INS_001649,souscripteur principal
CTR_001103,INS_005558,conjoint
CTR_001104,INS_001649,souscripteur principal
CTR_001105,INS_001649,souscripteur principal
CTR_001105,INS_004502,conjoint
CTR_001106,INS_001650,souscripteur principal
CTR_001106,INS_004585,conjoint
CTR_001107,INS_001651,souscripteur principal
CTR_001108,INS_001653,souscripteur principal
CTR_001109,INS_001654,souscripteur principal
CTR_001110,INS_001654,souscripteur principal
CTR_001111,INS_001657,souscripteur principal
CTR_001112,INS_001660,souscripteur principal
CTR_001113,INS_001662,souscripteur principal
CTR_001113,INS_001402,conjoint
CTR_001114,INS_001665,souscripteur principal
CTR_001115,INS_001666,souscripteur principal
CTR_001116,INS_001667,souscripteur principal
CTR_001117,INS_001670,souscripteur principal
CTR_001118,INS_001671,souscripteur principal
CTR_001119,INS_001673,souscripteur principal
CTR_001119,INS_002243,conjoint
CTR_001120,INS_001674,souscripteur principal
CTR_001121,INS_001675,souscripteur principal
CTR_001122,INS_001675,souscripteur principal
CTR_001123,INS_001676,souscripteur principal
CTR_001124,INS_001677,souscripteur principal
CTR_001125,INS_001679,souscripteur principal
CTR_001125,INS_004014,enfant
CTR_001126,INS_001681,souscripteur principal
CTR_001127,INS_001682,souscripteur principal
CTR_001127,INS_004754,conjoint
CTR_001128,INS_001683,souscripteur principal
CTR_001129,INS_001684,souscripteur principal
CTR_001130,INS_001687,souscripteur principal
CTR_001131,INS_001688,souscripteur principal
CTR_001132,INS_001690,souscripteur principal
CTR_001133,INS_001690,souscripteur principal
CTR_001134,INS_001692,souscripteur principal
CTR_001135,INS_001694,souscripteur principal
CTR_001135,INS_002959,conducteur secondaire
CTR_001136,INS_001695,souscripteur principal
CTR_001137,INS_001696,souscripteur principal
CTR_001137,INS_004199,enfant
CTR_001138,INS_001698,souscripteur principal
CTR_001139,INS_001700,souscripteur principal
CTR_001139,INS_005664,enfant
CTR_001140,INS_001701,souscripteur principal
CTR_001141,INS_001702,souscripteur principal
CTR_001141,INS_001384,conducteur secondaire
CTR_001142,INS_001703,souscripteur principal
CTR_001142,INS_001901,conjoint
CTR_001143,INS_001706,souscripteur principal
CTR_001143,INS_002455,conjoint
CTR_001144,INS_001707,souscripteur principal
CTR_001145,INS_001708,souscripteur principal
CTR_001145,INS_003833,conducteur secondaire
CTR_001146,INS_001708,souscripteur principal
CTR_001147,INS_001709,souscripteur principal
CTR_001148,INS_001710,souscripteur principal
CTR_001149,INS_001711,souscripteur principal
CTR_001150,INS_001712,souscripteur principal
CTR_001151,INS_001714,souscripteur principal
CTR_001151,INS_000404,conducteur secondaire
CTR_001152,INS_001714,souscripteur principal
CTR_001153,INS_001715,souscripteur principal
CTR_001154,INS_001715,souscripteur principal
CTR_001155,INS_001715,souscripteur principal
CTR_001156,INS_001716,souscripteur principal
CTR_001156,INS_004605,enfant
CTR_001157,INS_001720,souscripteur principal
CTR_001158,INS_001721,souscripteur principal
CTR_001159,INS_001722,souscripteur principal
CTR_001159,INS_000410,enfant
CTR_001159,INS_002676,conjoint
CTR_001160,INS_001728,souscripteur principal
CTR_001160,INS_000691,conjoint
CTR_001161,INS_001729,souscripteur principal
CTR_001162,INS_001732,souscripteur principal
CTR_001162,INS_003414,conducteur secondaire
CTR_001163,INS_001733,souscripteur principal
CTR_001163,INS_000177,enfant
CTR_001163,INS_004780,enfant
CTR_001164,INS_001734,souscripteur principal
CTR_001164,INS_005650,conducteur secondaire
CTR_001165,INS_001735,souscripteur principal
CTR_001166,INS_001736,souscripteur principal
CTR_001166,INS_000843,conducteur secondaire
CTR_001167,INS_001738,souscripteur principal
CTR_001168,INS_001740,souscripteur principal
CTR_001168,INS_000512,conjoint
CTR_001168,INS_003324,conducteur secondaire
CTR_001169,INS_001742,souscripteur principal
CTR_001169,INS_004103,enfant
CTR_001170,INS_001743,souscripteur principal
CTR_001171,INS_001744,souscripteur principal
CTR_001172,INS_001745,souscripteur principal
CTR_001173,INS_001746,souscripteur principal
CTR_001174,INS_001746,souscripteur principal
CTR_001174,INS_000176,conjoint
CTR_001175,INS_001747,souscripteur principal
CTR_001176,INS_001749,souscripteur principal
CTR_001177,INS_001750,souscripteur principal
CTR_001178,INS_001753,souscripteur principal
CTR_001179,INS_001754,souscripteur principal
CTR_001180,INS_001755,souscripteur principal
CTR_001181,INS_001756,souscripteur principal
CTR_001182,INS_001758,souscripteur principal
CTR_001183,INS_001759,souscripteur principal
CTR_001184,INS_001761,souscripteur principal
CTR_001185,INS_001762,souscripteur principal
CTR_001186,INS_001763,souscripteur principal
CTR_001186,INS_003493,enfant
CTR_001187,INS_001765,souscripteur principal
CTR_001188,INS_001768,souscripteur principal
CTR_001189,INS_001769,souscripteur principal
CTR_001189,INS_005384,conjoint
CTR_001189,INS_005998,enfant
CTR_001190,INS_001771,souscripteur principal
CTR_001191,INS_001772,souscripteur principal
CTR_001191,INS_005515,enfant
CTR_001192,INS_001775,souscripteur principal
CTR_001192,INS_004874,conducteur secondaire
CTR_001193,INS_001775,souscripteur principal
CTR_001193,INS_000670,enfant
CTR_001194,INS_001776,souscripteur principal
CTR_001195,INS_001777,souscripteur principal
CTR_001196,INS_001778,souscripteur principal
CTR_001197,INS_001780,souscripteur principal
CTR_001198,INS_001781,souscripteur principal
CTR_001199,INS_001783,souscripteur principal
CTR_001200,INS_001784,souscripteur principal
CTR_001200,INS_005278,enfant
CTR_001201,INS_001785,souscripteur principal
CTR_001201,INS_000386,conjoint
CTR_001202,INS_001786,souscripteur principal
CTR_001203,INS_001787,souscripteur principal
CTR_001204,INS_001789,souscripteur principal
CTR_001204,INS_002862,enfant
CTR_001205,INS_001790,souscripteur principal
CTR_001206,INS_001792,souscripteur principal
CTR_001207,INS_001792,souscripteur principal
CTR_001208,INS_001793,souscripteur principal
CTR_001209,INS_001794,souscripteur principal
CTR_001210,INS_001795,souscripteur principal
CTR_001211,INS_001797,souscripteur principal
CTR_001212,INS_001798,souscripteur principal
CTR_001213,INS_001799,souscripteur principal
CTR_001214,INS_001802,souscripteur principal
CTR_001214,INS_004451,enfant
CTR_001215,INS_001803,souscripteur principal
CTR_001215,INS_003445,conjoint
CTR_001215,INS_000903,enfant
CTR_001216,INS_001804,souscripteur principal
CTR_001217,INS_001805,souscripteur principal
CTR_001218,INS_001806,souscripteur principal
CTR_001219,INS_001807,souscripteur principal
CTR_001220,INS_001808,souscripteur principal
CTR_001221,INS_001809,souscripteur principal
CTR_001222,INS_001810,souscripteur principal
CTR_001223,INS_001811,souscripteur principal
CTR_001223,INS_000950,conjoint
CTR_001224,INS_001811,souscripteur principal
CTR_001224,INS_005709,enfant
CTR_001225,INS_001812,souscripteur principal
CTR_001225,INS_005085,conducteur secondaire
CTR_001226,INS_001814,souscripteur principal
CTR_001227,INS_001815,souscripteur principal
CTR_001228,INS_001816,souscripteur principal
CTR_001228,INS_005112,conjoint
CTR_001229,INS_001818,souscripteur principal
CTR_001229,INS_003166,conducteur secondaire
CTR_001230,INS_001820,souscripteur principal
CTR_001231,INS_001821,souscripteur principal
CTR_001232,INS_001822,souscripteur principal
CTR_001233,INS_001823,souscripteur principal
CTR_001234,INS_001824,souscripteur principal
CTR_001235,INS_001828,souscripteur principal
CTR_001236,INS_001830,souscripteur principal
CTR_001237,INS_001833,souscripteur principal
CTR_001238,INS_001833,souscripteur principal
CTR_001239,INS_001834,souscripteur principal
CTR_001239,INS_002162,conjoint
CTR_001240,INS_001836,souscripteur principal
CTR_001240,INS_000006,enfant
CTR_001240,INS_000761,enfant
CTR_001241,INS_001839,souscripteur principal
CTR_001242,INS_001841,souscripteur principal
CTR_001242,INS_000881,conjoint
CTR_001243,INS_001843,souscripteur principal
CTR_001243,INS_002032,enfant
CTR_001244,INS_001843,souscripteur principal
CTR_001245,INS_001843,souscripteur principal
CTR_001246,INS_001844,souscripteur principal
CTR_001247,INS_001846,souscripteur principal
CTR_001248,INS_001847,souscripteur principal
CTR_001249,INS_001848,souscripteur principal
CTR_001250,INS_001849,souscripteur principal
CTR_001250,INS_002575,conjoint
CTR_001251,INS_001850,souscripteur principal
CTR_001252,INS_001851,souscripteur principal
CTR_001253,INS_001852,souscripteur principal
CTR_001254,INS_001854,souscripteur principal
CTR_001255,INS_001854,souscripteur principal
CTR_001256,INS_001855,souscripteur principal
CTR_001257,INS_001858,souscripteur principal
CTR_001258,INS_001862,souscripteur principal
CTR_001258,INS_000533,conducteur secondaire
CTR_001259,INS_001863,souscripteur principal
CTR_001260,INS_001864,souscripteur principal
CTR_001261,INS_001865,souscripteur principal
CTR_001261,INS_003283,enfant
CTR_001262,INS_001866,souscripteur principal
CTR_001263,INS_001867,souscripteur principal
CTR_001263,INS_005255,conjoint
CTR_001264,INS_001868,souscripteur principal
CTR_001265,INS_001871,souscripteur principal
CTR_001266,INS_001872,souscripteur principal
CTR_001267,INS_001875,souscripteur principal
CTR_001267,INS_001679,conjoint
CTR_001267,INS_002324,enfant
CTR_001268,INS_001877,souscripteur principal
CTR_001269,INS_001879,souscripteur principal
CTR_001270,INS_001880,souscripteur principal
CTR_001271,INS_001882,souscripteur principal
CTR_001272,INS_001884,souscripteur principal
CTR_001272,INS_003412,enfant
CTR_001272,INS_002670,conducteur secondaire
CTR_001273,INS_001888,souscripteur principal
CTR_001274,INS_001891,souscripteur principal
CTR_001275,INS_001892,souscripteur principal
CTR_001276,INS_001892,souscripteur principal
CTR_001277,INS_001893,souscripteur principal
CTR_001277,INS_001562,conjoint
CTR_001278,INS_001895,souscripteur principal
CTR_001279,INS_001898,souscripteur principal
CTR_001280,INS_001900,souscripteur principal
CTR_001280,INS_003190,conducteur secondaire
CTR_001281,INS_001902,souscripteur principal
CTR_001282,INS_001903,souscripteur principal
CTR_001282,INS_005735,conjoint
CTR_001283,INS_001905,souscripteur principal
CTR_001283,INS_003662,conducteur secondaire
CTR_001284,INS_001907,souscripteur principal
CTR_001285,INS_001908,souscripteur principal
CTR_001286,INS_001909,souscripteur principal
CTR_001287,INS_001910,souscripteur principal
CTR_001288,INS_001912,souscripteur principal
CTR_001288,INS_002279,conjoint
CTR_001289,INS_001913,souscripteur principal
CTR_001290,INS_001915,souscripteur principal
CTR_001291,INS_001917,souscripteur principal
CTR_001292,INS_001918,souscripteur principal
CTR_001293,INS_001920,souscripteur principal
CTR_001294,INS_001921,souscripteur principal
CTR_001295,INS_001922,souscripteur principal
CTR_001296,INS_001925,souscripteur principal
CTR_001297,INS_001926,souscripteur principal
CTR_001297,INS_002671,enfant
