claim_id,contract_id,insured_id,incident_type,incident_severity,incident_date,incident_hour,incident_day_of_week,declaration_delay_days,declaration_date,region,vehicle_brand,vehicle_age,contract_type,annual_premium,total_claim_amount,driver_age,months_as_customer,annual_income,profession,witnesses,prior_claims,bodily_injuries,police_report,garage_id,expert_id,garage_sra_certified,expert_certified,is_covered,claims_last_36m_agira,agira_ext_count,blacklisted,incident_description,description_word_count,fraud_reported,fraud_indicators,suspicious_points
CLM_000503,CTR_002020,INS_003042,Stationnement endommagé,important,2022-03-20,11,6,14,2022-04-03,Occitanie,Seat,2,Tous risques,538.2,1500.0,37,21,31600.0,enseignant,1,0,0,Oui,GAR_0013,AUCUN,False,True,True,0,0,False,Sinistre de type Stationnement endommagé survenu à Sainte Pierredan. Dommages évalués à 1500€.,13,0,[],1.5
CLM_000504,CTR_000476,INS_000731,Incendie accidentel,mineur,2022-04-19,19,1,3,2022-04-22,Île-de-France,Peugeot,6,Tous risques,1098.0,17200.0,24,52,43000.0,agriculteur,3,0,0,Non,GAR_0004,EXP_020,True,True,True,0,3,False,Départ de feu moteur lors d'un trajet. Vehicule immobilisé.,9,0,[],1.0
CLM_000505,CTR_000685,INS_001055,Bris de glace,modéré,2022-08-06,11,5,14,2022-08-20,Bourgogne-Franche-Comté,Tesla,14,Tous risques,642.0,600.0,40,39,8000.0,étudiant,0,1,1,Oui,GAR_0034,EXP_019,True,False,True,0,0,False,Projection de gravillon sur l'autoroute rue de Dupré. Pare-brise fissuré.,10,0,[],0.8
CLM_000506,CTR_003082,INS_004661,Collision simple,mineur,2023-08-07,20,0,7,2023-08-14,Nouvelle-Aquitaine,Peugeot,1,Tous risques,438.0,1100.0,19,70,18300.0,commercial,3,1,0,Oui,GAR_0015,EXP_018,True,True,True,0,0,False,Accrochage en sortie de parking. 3 témoin(s) présent(s).,8,0,[],0.0
CLM_000507,CTR_001612,INS_002403,Collision multi-véhicules,modéré,2022-12-25,21,6,30,2023-01-24,Occitanie,Volkswagen,14,Tiers + vol/incendie,378.35,9300.0,39,58,17000.0,sans emploi,0,1,0,Non,GAR_0003,AUCUN,True,True,False,0,1,False,Sinistre de type Collision multi-véhicules survenu à Le Gall. Dommages évalués à 9300€.,13,0,[],3.3
CLM_000508,CTR_003135,INS_004751,Bris de glace,important,2022-12-24,8,5,3,2022-12-27,Bourgogne-Franche-Comté,Skoda,6,Tous risques,540.0,300.0,34,1,26100.0,technicien,0,0,0,Oui,GAR_0030,AUCUN,True,True,True,1,0,False,Projection de gravillon sur l'autoroute avenue Marianne Fernandes. Pare-brise fissuré.,10,1,['multi-déclaration même sinistre'],2.0
CLM_000509,CTR_002238,INS_003354,Collision multi-véhicules,modéré,2024-08-01,14,3,1,2024-08-02,Auvergne-Rhône-Alpes,Fiat,10,Tous risques,842.4,8200.0,65,47,70000.0,commercial,0,0,0,Non,GAR_0012,EXP_002,True,True,True,1,0,False,Sinistre de type Collision multi-véhicules survenu à PasquierBourg. Dommages évalués à 8200€.,12,0,[],1.0
CLM_000510,CTR_003911,INS_005878,Tentative de vol avec dégradation,modéré,2023-02-26,10,6,3,2023-03-01,Nouvelle-Aquitaine,Dacia,9,Tous risques,741.0,2900.0,18,47,37600.0,fonctionnaire,0,0,0,Non,GAR_0013,AUCUN,False,True,True,0,3,False,Sinistre de type Tentative de vol avec dégradation survenu à Baudry-sur-Morel. Dommages évalués à 2900€.,15,0,[],1.8
CLM_000511,CTR_002998,INS_004528,Dommages grêle,grave,2023-03-18,12,5,1,2023-03-19,Auvergne-Rhône-Alpes,Nissan,5,Tous risques + assistance,1027.5,1700.0,51,71,37700.0,auto-entrepreneur,2,0,0,Oui,GAR_0010,EXP_017,True,True,True,0,0,False,Sinistre de type Dommages grêle survenu à Delmas-sur-Bernier. Dommages évalués à 1700€.,12,1,"['gonflement des dommages matériels', 'vol fictif', 'multi-déclaration même sinistre']",1.0
CLM_000512,CTR_003214,INS_004869,Vol total du véhicule,modéré,2024-07-23,11,1,30,2024-08-22,Hauts-de-France,Opel,5,Tous risques,204.0,15400.0,48,7,37000.0,cadre,1,0,1,Non,GAR_0013,AUCUN,False,True,True,0,0,False,Vehicule volé sur le parking de Boucher à VidalBourg.,9,1,"['incendie volontaire', 'réseau organisé de faux témoins', 'fausse déclaration de tiers']",0.5
CLM_000513,CTR_002026,INS_003047,Incendie accidentel,mineur,2022-07-27,12,2,60,2022-09-25,Auvergne-Rhône-Alpes,Mercedes,10,Tous risques,516.0,24200.0,25,67,96600.0,médecin,1,1,0,Oui,GAR_0024,EXP_008,True,False,True,0,1,False,"Incendie constaté dans le parking souterrain de 89, rue Pinto
40270 Gérard.",12,0,[],0.5
CLM_000514,CTR_001082,INS_001625,Accident corporel seul conducteur,modéré,2023-04-15,11,5,60,2023-06-14,Île-de-France,Renault,12,Tous risques + assistance,200.0,6000.0,64,12,44800.0,cadre,0,0,0,Oui,GAR_0004,EXP_013,True,True,True,0,0,False,Sinistre de type Accident corporel seul conducteur survenu à Pires. Dommages évalués à 6000€.,14,1,['réseau organisé de faux témoins'],0.3
CLM_000515,CTR_002089,INS_003141,Bris de glace,grave,2024-05-21,13,1,1,2024-05-22,Île-de-France,Ford,4,Tous risques,876.0,200.0,39,25,8300.0,étudiant,1,2,2,Non,GAR_0005,EXP_014,True,True,True,0,0,False,Projection de gravillon sur l'autoroute avenue de Lemoine. Pare-brise fissuré.,10,0,[],2.7
CLM_000516,CTR_001275,INS_001892,Stationnement endommagé,grave,2022-03-06,15,6,1,2022-03-07,Normandie,Tesla,10,Tiers + vol/incendie,677.95,1200.0,35,47,29300.0,cadre,1,0,0,Oui,GAR_0035,AUCUN,True,True,False,1,1,False,Sinistre de type Stationnement endommagé survenu à Saint Émile. Dommages évalués à 1200€.,13,1,['vol fictif'],3.0
CLM_000517,CTR_002441,INS_003671,Vol total du véhicule,mineur,2024-11-15,13,4,30,2024-12-15,Île-de-France,Ford,4,Au tiers,529.0,29900.0,37,66,63000.0,chef d'entreprise,0,0,0,Oui,GAR_0030,EXP_015,True,True,False,0,0,False,Vehicule volé sur le parking de Letellier à Saint Victoire.,10,0,[],3.0
CLM_000518,CTR_002077,INS_003120,Dégradation volontaire,mineur,2024-10-15,8,1,1,2024-10-16,Nouvelle-Aquitaine,Volvo,2,Tous risques,1186.8,600.0,34,4,15300.0,auto-entrepreneur,2,2,0,Non,GAR_0012,EXP_013,True,True,True,1,2,False,Sinistre de type Dégradation volontaire survenu à Saint Lorraineboeuf. Dommages évalués à 600€.,13,0,[],1.0
CLM_000519,CTR_003536,INS_005313,Dégradation volontaire,mineur,2022-03-19,7,5,7,2022-03-26,Pays de la Loire,Opel,10,Au tiers,200.0,1200.0,53,24,17500.0,sans emploi,1,0,0,Oui,GAR_0039,EXP_020,True,True,False,0,0,False,Sinistre de type Dégradation volontaire survenu à Allain-sur-Gilles. Dommages évalués à 1200€.,12,0,[],2.3
CLM_000520,CTR_003371,INS_005080,Collision avec animal,mineur,2022-11-30,8,2,30,2022-12-30,Provence-Alpes-Côte d'Azur,Audi,5,Tous risques,779.7,1600.0,40,61,61900.0,cadre,0,0,0,Non,GAR_0045,EXP_005,True,True,True,0,0,False,Sinistre de type Collision avec animal survenu à Vallée. Dommages évalués à 1600€.,13,0,[],0.0
CLM_000521,CTR_001314,INS_001958,Collision multi-véhicules,mineur,2023-12-27,8,2,3,2023-12-30,Pays de la Loire,Seat,15,Tous risques,200.0,7600.0,49,67,38200.0,infirmier,1,1,0,Oui,GAR_0006,AUCUN,False,True,True,0,1,False,Sinistre de type Collision multi-véhicules survenu à Legrand. Dommages évalués à 7600€.,12,0,[],0.5
CLM_000522,CTR_002253,INS_003375,Stationnement endommagé,important,2023-12-20,12,2,1,2023-12-21,Pays de la Loire,Volvo,4,Tiers + vol/incendie,346.5,800.0,43,69,24200.0,chauffeur,1,2,1,Oui,GAR_0026,EXP_008,True,False,False,0,1,False,Sinistre de type Stationnement endommagé survenu à Fischer. Dommages évalués à 800€.,12,1,['vol fictif'],4.2
CLM_000523,CTR_002201,INS_003303,Stationnement endommagé,mineur,2023-07-04,17,1,2,2023-07-06,Grand Est,Volvo,17,Tiers + vol/incendie,200.0,500.0,26,10,8000.0,étudiant,1,0,0,Oui,GAR_0002,EXP_002,False,True,False,0,0,False,Sinistre de type Stationnement endommagé survenu à Vaillant. Dommages évalués à 500€.,12,0,[],2.5
CLM_000524,CTR_001239,INS_001834,Collision avec animal,mineur,2023-04-07,23,4,30,2023-05-07,Bretagne,Tesla,10,Tous risques,750.0,1400.0,66,51,83800.0,cadre supérieur,2,0,0,Oui,GAR_0014,AUCUN,True,True,True,0,0,False,Sinistre de type Collision avec animal survenu à Lemaire. Dommages évalués à 1400€.,13,0,[],0.5
CLM_000525,CTR_001214,INS_001802,Collision multi-véhicules,mineur,2023-09-29,8,4,1,2023-09-30,Nouvelle-Aquitaine,Fiat,13,Tiers étendu,200.0,3800.0,53,4,28900.0,enseignant,0,0,1,Non,GAR_0043,AUCUN,True,True,False,0,2,False,Sinistre de type Collision multi-véhicules survenu à Saint Bertrand. Dommages évalués à 3800€.,13,0,[],3.0
CLM_000526,CTR_002698,INS_004054,Collision simple,mineur,2024-04-05,23,4,7,2024-04-12,Nouvelle-Aquitaine,Toyota,5,Au tiers,604.5,2300.0,35,23,39300.0,technicien,0,0,0,Non,GAR_0042,AUCUN,True,True,False,0,0,False,Accrochage en sortie de parking. 0 témoin(s) présent(s).,8,0,[],3.5
CLM_000527,CTR_001322,INS_001969,Stationnement endommagé,modéré,2023-05-01,9,0,7,2023-05-08,Hauts-de-France,Kia,6,Tiers étendu,855.0,1600.0,21,72,27000.0,enseignant,2,2,1,Oui,GAR_0022,AUCUN,True,True,True,0,1,False,Sinistre de type Stationnement endommagé survenu à Leclercq. Dommages évalués à 1600€.,12,0,[],1.0
CLM_000528,CTR_002168,INS_003252,Vol total du véhicule,modéré,2024-11-14,8,3,14,2024-11-28,Occitanie,Hyundai,8,Tiers étendu,508.5,36600.0,21,25,32700.0,ouvrier,1,1,0,Oui,GAR_0043,EXP_015,True,True,True,0,1,False,Disparition du véhicule constatée le matin. Dernière vue la veille.,10,1,"['sinistre antidaté', 'accident provoqué volontairement']",1.0
CLM_000529,CTR_002425,INS_003653,Incendie accidentel,mineur,2023-06-26,8,0,14,2023-07-10,Nouvelle-Aquitaine,Renault,0,Tiers étendu,1363.5,20200.0,43,53,24600.0,retraité,0,0,2,Non,GAR_0038,EXP_017,False,True,True,0,2,False,"Incendie constaté dans le parking souterrain de 45, rue Étienne
04214 Lacombe-les-Bains.",12,0,[],1.5
CLM_000530,CTR_002370,INS_003567,Dommages grêle,mineur,2022-12-07,11,2,14,2022-12-21,Centre-Val de Loire,Volkswagen,2,Tiers + vol/incendie,227.5,2300.0,24,41,34200.0,enseignant,2,0,1,Oui,GAR_0015,EXP_010,True,True,False,0,0,False,Sinistre de type Dommages grêle survenu à Lefèvre. Dommages évalués à 2300€.,12,0,[],2.0
CLM_000531,CTR_002087,INS_003138,Collision simple,mineur,2024-04-02,9,1,7,2024-04-09,Provence-Alpes-Côte d'Azur,Toyota,17,Tiers + vol/incendie,200.0,2800.0,51,19,9200.0,sans emploi,0,1,1,Non,GAR_0013,EXP_012,False,True,False,0,1,False,Accrochage en sortie de feu rouge. 0 témoin(s) présent(s).,9,1,['sinistre antidaté'],3.5
CLM_000532,CTR_000744,INS_001127,Stationnement endommagé,important,2022-06-11,10,5,2,2022-06-13,Provence-Alpes-Côte d'Azur,Ford,8,Tiers étendu,544.05,700.0,63,3,56400.0,cadre supérieur,0,0,1,Non,GAR_0026,EXP_008,True,False,True,0,0,False,Sinistre de type Stationnement endommagé survenu à Alves. Dommages évalués à 700€.,12,0,[],3.5
CLM_000533,CTR_000401,INS_000630,Inondation / submersion,grave,2022-01-29,11,5,30,2022-02-28,Île-de-France,Hyundai,0,Tous risques,528.0,6500.0,62,65,80800.0,cadre supérieur,1,3,1,Non,GAR_0017,EXP_002,True,True,True,0,0,False,Sinistre de type Inondation / submersion survenu à BernierVille. Dommages évalués à 6500€.,13,0,[],3.0
CLM_000534,CTR_000182,INS_000276,Bris de glace,modéré,2023-11-11,9,5,0,2023-11-11,Bretagne,Dacia,0,Tous risques,1380.6,700.0,65,30,26600.0,infirmier,0,0,0,Oui,GAR_0025,EXP_013,False,True,True,0,3,False,Vitre latérale brisée lors du stationnement.,6,0,[],1.8
CLM_000535,CTR_003909,INS_005877,Collision simple,mineur,2022-04-05,9,1,1,2022-04-06,Pays de la Loire,Seat,5,Tiers étendu,200.0,4500.0,41,46,15400.0,sans emploi,0,0,0,Oui,GAR_0010,EXP_008,True,False,False,0,2,False,Collision avec un autre véhicule sur la boulevard Parent. Dommages sur le côté droit.,14,1,"['conducteur substitué', 'multi-déclaration même sinistre']",3.5
CLM_000536,CTR_001808,INS_002712,Collision simple,mineur,2022-04-17,9,6,14,2022-05-01,Île-de-France,Opel,7,Tiers étendu,567.0,5200.0,78,24,15500.0,auto-entrepreneur,2,0,0,Oui,GAR_0004,EXP_010,True,True,False,0,0,False,Collision avec un autre véhicule sur la chemin Klein. Dommages sur le côté gauche.,14,0,[],2.3
CLM_000537,CTR_003835,INS_005764,Collision multi-véhicules,modéré,2022-12-18,13,6,7,2022-12-25,Île-de-France,Audi,8,Tous risques,588.0,6700.0,41,2,10300.0,étudiant,0,0,0,Oui,GAR_0031,EXP_008,False,False,True,0,1,False,Sinistre de type Collision multi-véhicules survenu à Saint Rémy. Dommages évalués à 6700€.,13,0,[],4.3
CLM_000538,CTR_002874,INS_004320,Stationnement endommagé,modéré,2023-08-26,10,5,7,2023-09-02,Nouvelle-Aquitaine,Dacia,8,Tiers étendu,850.5,1000.0,30,62,24700.0,agriculteur,1,1,1,Oui,GAR_0030,EXP_010,True,True,True,0,0,False,Sinistre de type Stationnement endommagé survenu à Breton. Dommages évalués à 1000€.,12,0,[],0.3
CLM_000539,CTR_002079,INS_003126,Dégradation volontaire,important,2022-07-21,18,3,2,2022-07-23,Provence-Alpes-Côte d'Azur,Nissan,4,Tous risques,684.0,1600.0,45,36,32900.0,artisan,2,1,0,Non,GAR_0008,EXP_001,True,True,True,0,0,False,Sinistre de type Dégradation volontaire survenu à Da Silva-sur-Marty. Dommages évalués à 1600€.,13,0,[],1.7
CLM_000540,CTR_003336,INS_005028,Vol total du véhicule,important,2023-04-15,12,5,7,2023-04-22,Île-de-France,Tesla,6,Tiers + vol/incendie,542.5,14900.0,58,46,58500.0,cadre,0,1,1,Oui,GAR_0004,EXP_019,True,False,True,0,0,False,Vehicule volé sur le parking de Lenoir Noël S.A.R.L. à Bonneau.,11,0,[],2.5
CLM_000541,CTR_003876,INS_005825,Bris de glace,grave,2023-11-02,19,3,14,2023-11-16,Île-de-France,Peugeot,18,Tiers étendu,200.0,200.0,78,9,41800.0,chef d'entreprise,1,0,0,Oui,GAR_0034,AUCUN,True,True,True,0,0,False,Vitre latérale brisée lors du stationnement.,6,0,[],0.7
CLM_000542,CTR_000334,INS_000521,Stationnement endommagé,important,2022-11-12,10,5,7,2022-11-19,Nouvelle-Aquitaine,Renault,12,Tiers + vol/incendie,422.63,500.0,70,15,8000.0,commerçant,0,0,1,Oui,GAR_0032,EXP_005,True,True,False,0,5,False,Sinistre de type Stationnement endommagé survenu à Saint Julien. Dommages évalués à 500€.,13,0,[],6.0
CLM_000543,CTR_003736,INS_005631,Collision simple,modéré,2022-12-14,9,2,7,2022-12-21,Auvergne-Rhône-Alpes,Renault,7,Au tiers,448.5,1100.0,57,14,52800.0,commercial,1,0,0,Non,GAR_0014,EXP_004,True,False,False,0,0,False,Collision avec un autre véhicule sur la boulevard de Samson. Dommages sur le côté avant.,15,0,[],2.5
CLM_000544,CTR_000104,INS_000159,Stationnement endommagé,important,2024-11-27,15,2,7,2024-12-04,Hauts-de-France,Audi,8,Tous risques,732.0,1600.0,37,59,30900.0,infirmier,0,1,1,Oui,GAR_0031,AUCUN,False,True,True,0,0,False,Sinistre de type Stationnement endommagé survenu à Cousin-la-Forêt. Dommages évalués à 1600€.,12,0,[],1.2
CLM_000545,CTR_003546,INS_005332,Dommages grêle,modéré,2022-09-15,10,3,30,2022-10-15,Grand Est,BMW,9,Tiers + vol/incendie,640.5,1200.0,33,8,19800.0,auto-entrepreneur,0,0,1,Oui,GAR_0036,EXP_010,True,True,False,0,0,False,Sinistre de type Dommages grêle survenu à Ferrand-les-Bains. Dommages évalués à 1200€.,12,0,[],2.0
CLM_000546,CTR_000218,INS_000333,Collision multi-véhicules,mineur,2023-02-15,10,2,3,2023-02-18,Provence-Alpes-Côte d'Azur,Kia,8,Tous risques + assistance,480.0,9100.0,27,49,20400.0,chauffeur,1,0,0,Non,GAR_0010,EXP_017,True,True,True,0,0,False,Sinistre de type Collision multi-véhicules survenu à Salmonboeuf. Dommages évalués à 9100€.,12,0,[],0.0
CLM_000547,CTR_001750,INS_002622,Dommages grêle,mineur,2024-04-13,16,5,7,2024-04-20,Grand Est,Nissan,4,Tiers + vol/incendie,423.5,1200.0,74,18,29300.0,cadre,0,1,0,Oui,GAR_0031,AUCUN,False,True,False,0,0,False,Sinistre de type Dommages grêle survenu à Saint CharlotteVille. Dommages évalués à 1200€.,13,0,[],2.8
CLM_000548,CTR_001811,INS_002716,Stationnement endommagé,grave,2023-12-17,21,6,7,2023-12-24,Auvergne-Rhône-Alpes,Jeep,9,Tous risques + assistance,592.5,1100.0,61,42,23800.0,ouvrier,1,1,0,Oui,GAR_0048,EXP_012,True,True,True,0,0,False,Sinistre de type Stationnement endommagé survenu à Bouvet-les-Bains. Dommages évalués à 1100€.,12,0,[],1.0
CLM_000549,CTR_002017,INS_003037,Accident corporel seul conducteur,mineur,2024-06-06,11,3,2,2024-06-08,Occitanie,Jeep,6,Au tiers,417.5,1600.0,66,29,21600.0,retraité,0,2,0,Oui,GAR_0029,EXP_016,True,True,False,0,0,False,Sinistre de type Accident corporel seul conducteur survenu à Sainte Deniseboeuf. Dommages évalués à 1600€.,15,0,[],3.0
CLM_000550,CTR_002090,INS_003142,Dégradation volontaire,grave,2022-08-02,16,1,30,2022-09-01,Île-de-France,Tesla,18,Tous risques,210.0,1500.0,56,20,15000.0,retraité,0,1,0,Oui,GAR_0038,AUCUN,False,True,True,0,0,False,Sinistre de type Dégradation volontaire survenu à Saint Margaret. Dommages évalués à 1500€.,13,1,['gonflement des dommages matériels'],1.2
CLM_000551,CTR_003923,INS_005890,Collision simple,mineur,2022-05-08,21,6,3,2022-05-11,Île-de-France,Mercedes,4,Tous risques,978.0,4200.0,63,58,44100.0,cadre,3,0,0,Oui,GAR_0037,EXP_008,True,False,True,0,1,False,Accrochage en sortie de rond-point. 3 témoin(s) présent(s).,8,1,"['fausse déclaration de tiers', 'conducteur substitué', 'accident provoqué volontairement']",0.8
CLM_000552,CTR_002810,INS_004230,Collision simple,mineur,2024-08-06,8,1,14,2024-08-20,Auvergne-Rhône-Alpes,Ford,6,Tous risques,787.8,9200.0,69,45,28200.0,fonctionnaire,1,0,0,Non,GAR_0038,EXP_002,False,True,True,0,3,False,Collision avec un autre véhicule sur la boulevard Léon Blot. Dommages sur le côté avant.,15,0,[],1.5
CLM_000553,CTR_002677,INS_004029,Bris de glace,mineur,2023-01-21,17,5,1,2023-01-22,Auvergne-Rhône-Alpes,Volkswagen,11,Tiers + vol/incendie,357.0,400.0,71,51,21600.0,étudiant,1,1,0,Oui,GAR_0025,EXP_010,False,True,True,1,0,False,Projection de gravillon sur l'autoroute avenue de Philippe. Pare-brise fissuré.,10,0,[],0.8
CLM_000554,CTR_002877,INS_004323,Dégradation volontaire,modéré,2024-07-27,14,5,90,2024-10-25,Grand Est,Dacia,7,Tiers + vol/incendie,482.3,1100.0,59,7,29100.0,infirmier,0,0,0,Oui,GAR_0002,EXP_018,False,True,False,0,0,False,Sinistre de type Dégradation volontaire survenu à Gaudin. Dommages évalués à 1100€.,12,0,[],2.8
CLM_000555,CTR_002897,INS_004361,Vol total du véhicule,mineur,2023-03-20,12,0,3,2023-03-23,Grand Est,Toyota,12,Tous risques,342.0,12200.0,37,2,71900.0,chef d'entreprise,1,0,0,Oui,GAR_0025,EXP_003,False,False,True,0,0,False,Disparition du véhicule constatée le matin. Dernière vue la veille.,10,0,[],2.0
CLM_000556,CTR_000451,INS_000707,Stationnement endommagé,important,2022-03-09,19,2,1,2022-03-10,Provence-Alpes-Côte d'Azur,Mercedes,8,Tous risques,1122.0,1200.0,41,24,35400.0,artisan,1,0,1,Oui,GAR_0006,EXP_008,False,False,True,0,1,False,Sinistre de type Stationnement endommagé survenu à Masseboeuf. Dommages évalués à 1200€.,12,0,[],1.7
CLM_000557,CTR_001770,INS_002654,Collision multi-véhicules,important,2022-11-08,15,1,7,2022-11-15,Bretagne,BMW,4,Tiers étendu,508.5,8300.0,67,14,18100.0,chauffeur,2,0,0,Non,GAR_0034,EXP_009,True,True,False,0,0,False,Sinistre de type Collision multi-véhicules survenu à Sainte Colette. Dommages évalués à 8300€.,13,0,[],3.7
CLM_000558,CTR_002241,INS_003356,Collision avec animal,modéré,2024-09-17,14,1,3,2024-09-20,Hauts-de-France,Tesla,7,Tous risques,708.0,2500.0,33,64,30200.0,enseignant,0,1,1,Non,GAR_0041,EXP_012,True,True,True,0,0,False,Sinistre de type Collision avec animal survenu à Cohen-la-Forêt. Dommages évalués à 2500€.,13,0,[],0.0
CLM_000559,CTR_000102,INS_000154,Collision multi-véhicules,important,2023-09-02,14,5,1,2023-09-03,Île-de-France,Ford,8,Tous risques + assistance,409.5,16800.0,66,9,63900.0,cadre,0,0,0,Non,GAR_0004,EXP_019,True,False,True,0,1,False,Sinistre de type Collision multi-véhicules survenu à Alvesdan. Dommages évalués à 16800€.,12,1,"['conducteur substitué', 'accident provoqué volontairement']",3.5
CLM_000560,CTR_003236,INS_004898,Vol total du véhicule,important,2022-11-09,18,2,1,2022-11-10,Normandie,Seat,6,Tiers étendu,200.0,25500.0,46,15,30300.0,technicien,2,1,0,Non,GAR_0021,EXP_015,False,True,True,0,3,False,Vehicule volé sur le parking de Weiss à Legros.,9,0,[],4.2
CLM_000561,CTR_003973,INS_005968,Bris de glace,mineur,2022-11-05,19,5,14,2022-11-19,Auvergne-Rhône-Alpes,Tesla,10,Tous risques + assistance,510.0,300.0,37,6,54000.0,artisan,0,0,0,Non,GAR_0019,EXP_006,True,True,True,0,0,False,Projection de gravillon sur l'autoroute boulevard Bazin. Pare-brise fissuré.,9,0,[],0.3
CLM_000562,CTR_001439,INS_002136,Incendie accidentel,grave,2022-01-21,9,4,30,2022-02-20,Hauts-de-France,Skoda,6,Tiers + vol/incendie,703.5,13300.0,22,71,10100.0,sans emploi,0,0,0,Non,GAR_0012,EXP_002,True,True,True,0,1,False,"Incendie constaté dans le parking souterrain de 99, rue de Chauvin
97223 Saint Brigitte.",14,0,[],2.7
CLM_000563,CTR_001074,INS_001615,Collision simple,modéré,2024-11-09,15,5,7,2024-11-16,Grand Est,Ford,9,Tous risques,582.0,3300.0,21,64,52200.0,chef d'entreprise,0,0,0,Oui,GAR_0029,EXP_019,True,False,True,0,0,False,Collision avec un autre véhicule sur la chemin de Bernard. Dommages sur le côté avant.,15,0,[],1.8
CLM_000564,CTR_001411,INS_002099,Stationnement endommagé,grave,2024-09-27,6,4,2,2024-09-29,Île-de-France,Volkswagen,16,Tous risques,288.6,900.0,75,32,77000.0,médecin,3,0,0,Oui,GAR_0004,EXP_003,True,False,True,0,3,False,Sinistre de type Stationnement endommagé survenu à Ollivier. Dommages évalués à 900€.,12,0,[],2.2
CLM_000565,CTR_003622,INS_005460,Vol total du véhicule,modéré,2024-08-10,8,5,7,2024-08-17,Auvergne-Rhône-Alpes,Volvo,16,Tous risques + assistance,517.5,19600.0,29,67,49200.0,commerçant,0,2,1,Oui,GAR_0022,AUCUN,True,True,True,0,0,False,Vehicule volé sur le parking de Berthelot Guérin SA à LarocheVille.,11,0,[],2.3
CLM_000566,CTR_001198,INS_001781,Bris de glace,important,2023-05-01,11,0,7,2023-05-08,Occitanie,Skoda,3,Tiers étendu,200.0,700.0,66,35,53300.0,artisan,1,2,0,Oui,GAR_0013,EXP_003,False,False,True,0,0,False,Vitre latérale brisée lors du stationnement.,6,0,[],2.7
CLM_000567,CTR_003818,INS_005741,Incendie accidentel,mineur,2022-09-19,9,0,2,2022-09-21,Auvergne-Rhône-Alpes,Volkswagen,2,Tiers étendu,836.55,9200.0,29,17,36700.0,commercial,2,0,1,Non,GAR_0044,EXP_013,True,True,True,1,0,False,Départ de feu moteur lors d'un trajet. Vehicule immobilisé.,9,0,[],1.0
CLM_000568,CTR_000100,INS_000149,Bris de glace,mineur,2023-03-10,7,4,1,2023-03-11,Auvergne-Rhône-Alpes,Fiat,4,Tous risques,426.0,700.0,38,70,23900.0,retraité,2,0,0,Oui,GAR_0038,EXP_010,False,True,True,0,3,False,Projection de gravillon sur l'autoroute rue de Hervé. Pare-brise fissuré.,10,1,"['conducteur substitué', 'vol fictif', 'gonflement des dommages matériels']",1.5
CLM_000569,CTR_001506,INS_002246,Stationnement endommagé,modéré,2022-08-21,17,6,14,2022-09-04,Auvergne-Rhône-Alpes,Skoda,11,Tiers étendu,315.0,1200.0,55,29,33200.0,infirmier,2,0,0,Oui,GAR_0039,EXP_017,True,True,True,1,0,False,Sinistre de type Stationnement endommagé survenu à SeguinVille. Dommages évalués à 1200€.,12,0,[],0.3
CLM_000570,CTR_002123,INS_003184,Bris de glace,modéré,2022-01-19,15,2,2,2022-01-21,Île-de-France,Mercedes,12,Au tiers,200.0,800.0,44,35,30700.0,agriculteur,3,1,0,Oui,GAR_0040,AUCUN,False,True,False,0,0,True,Vitre latérale brisée lors du stationnement.,6,1,"['accident provoqué volontairement', 'fausse déclaration de blessé', 'réseau organisé de faux témoins']",5.5
CLM_000571,CTR_003724,INS_005616,Stationnement endommagé,modéré,2022-01-27,18,3,14,2022-02-10,Hauts-de-France,Peugeot,3,Au tiers,245.0,800.0,31,28,18900.0,auto-entrepreneur,0,0,0,Oui,GAR_0006,EXP_001,False,True,False,0,0,False,Sinistre de type Stationnement endommagé survenu à GuillonBourg. Dommages évalués à 800€.,12,0,[],2.5
CLM_000572,CTR_001369,INS_002034,Incendie accidentel,important,2023-02-15,18,2,14,2023-03-01,Nouvelle-Aquitaine,Volvo,5,Tous risques,200.0,12700.0,23,20,47300.0,commercial,1,3,2,Oui,GAR_0049,AUCUN,True,True,True,1,1,False,Départ de feu moteur lors d'un trajet. Vehicule immobilisé.,9,0,[],1.7
CLM_000573,CTR_001573,INS_002353,Collision multi-véhicules,mineur,2023-12-24,21,6,1,2023-12-25,Auvergne-Rhône-Alpes,Volkswagen,4,Au tiers,387.5,10700.0,21,53,25900.0,auto-entrepreneur,0,3,0,Oui,GAR_0008,EXP_008,True,False,False,0,5,False,Sinistre de type Collision multi-véhicules survenu à Renault-sur-Bourdon. Dommages évalués à 10700€.,12,1,"['multi-déclaration même sinistre', 'sinistre fictif déclaré']",7.8
CLM_000574,CTR_001868,INS_002791,Dégradation volontaire,mineur,2022-07-27,11,2,0,2022-07-27,Normandie,Dacia,14,Tous risques,317.4,1300.0,38,69,23400.0,chauffeur,1,0,1,Oui,GAR_0016,EXP_014,True,True,True,0,0,False,Sinistre de type Dégradation volontaire survenu à Delahaye-les-Bains. Dommages évalués à 1300€.,12,0,[],0.0
CLM_000575,CTR_000857,INS_001299,Bris de glace,modéré,2024-02-07,18,2,3,2024-02-10,Occitanie,Volvo,13,Tous risques,522.0,1000.0,30,44,22300.0,retraité,0,0,1,Non,GAR_0025,EXP_010,False,True,True,0,0,False,Projection de gravillon sur l'autoroute avenue Susanne Robert. Pare-brise fissuré.,10,0,[],0.5
